gene_id	excluded_mrna_id	excluded_protein_length	representative_mrna_id	representative_protein_length
evm.TU.utg55.138	evm.utg55.138	641	evm.utg55.138.1.5c279630	808
evm.TU.utg55.14	utg55.equina_smart_1393825.mrna1	99	evm.utg55.14	134
evm.TU.utg55.143	evm.utg55.143.1.5c22f22a	699	evm.utg55.143	699
evm.TU.utg55.15	evm.utg55.15.1.5c22f225	476	evm.utg55.15	524
evm.TU.utg55.152	evm.utg55.152.1.5c279628	223	evm.utg55.152	223
evm.TU.utg55.153	evm.utg55.153.1.5c279628	290	evm.utg55.153	405
evm.TU.utg55.153	evm.utg55.153.2.5c279628	330	evm.utg55.153	405
evm.TU.utg55.154	evm.utg55.154.1.5c22f22d	246	evm.utg55.154	246
evm.TU.utg55.160	evm.utg55.160	274	evm.utg55.160.2.5c22f22a	298
evm.TU.utg55.160	evm.utg55.160.1.5c22f22a	275	evm.utg55.160.2.5c22f22a	298
evm.TU.utg55.165	evm.utg55.165.1.5c22f22b	520	evm.utg55.165	644
evm.TU.utg55.166	evm.utg55.166.1.5c22f223	489	evm.utg55.166	490
evm.TU.utg55.167	evm.utg55.167.1.5c22f22b	310	evm.utg55.167	419
evm.TU.utg55.169	evm.utg55.169.1.5c22f22b	530	evm.utg55.169	575
evm.TU.utg55.177.178	evm.utg55.177.178	1033	evm.utg55.177.178.3.5c27962a	1053
evm.TU.utg55.177.178	evm.utg55.177.178.1.5c27962a	1032	evm.utg55.177.178.3.5c27962a	1053
evm.TU.utg55.177.178	evm.utg55.177.178.2.5c27962a	892	evm.utg55.177.178.3.5c27962a	1053
evm.TU.utg55.177.178	evm.utg55.177.178.4.5c27962a	1034	evm.utg55.177.178.3.5c27962a	1053
evm.TU.utg55.177.178	evm.utg55.177.178.5.5c27962a	1033	evm.utg55.177.178.3.5c27962a	1053
evm.TU.utg55.177.178	evm.utg55.177.178.6.5c27962a	1002	evm.utg55.177.178.3.5c27962a	1053
evm.TU.utg55.183	evm.utg55.183	239	evm.utg55.183.1.5c22f224	250
evm.TU.utg55.185	evm.utg55.185.1.5c22f22c	783	evm.utg55.185	838
evm.TU.utg55.185	evm.utg55.185.2.5c22f22c	696	evm.utg55.185	838
evm.TU.utg55.187	evm.utg55.187.1.5c27962a	359	evm.utg55.187	450
evm.TU.utg55.19	evm.utg55.19.1.5c22f225	509	evm.utg55.19	509
evm.TU.utg55.19	evm.utg55.19.1.5c27962b	509	evm.utg55.19	509
evm.TU.utg55.191	evm.utg55.191.1.5c22f22c	358	evm.utg55.191	386
evm.TU.utg55.20	evm.utg55.20	211	evm.utg55.20.1.5c22f225	217
evm.TU.utg55.201	evm.utg55.201.1.5c22f22c	785	evm.utg55.201	965
evm.TU.utg55.21	evm.utg55.21	146	evm.utg55.21.1.5c22f226	148
evm.TU.utg55.213	evm.utg55.213.1.5c22f22d	187	evm.utg55.213	189
evm.TU.utg55.28	evm.utg55.28	220	evm.utg55.28.1.5c22f21d	241
evm.TU.utg55.29	evm.utg55.29	298	evm.utg55.29.1.5c22f226	363
evm.TU.utg55.3	evm.utg55.3.1.5c22f21c	883	evm.utg55.3	1056
evm.TU.utg55.3	evm.utg55.3.2.5c22f21c	883	evm.utg55.3	1056
evm.TU.utg55.3	evm.utg55.3.2.5c22f21c.1.5c279621	676	evm.utg55.3	1056
evm.TU.utg55.30.31	evm.utg55.30.31	302	evm.utg55.30.31.1.5c279622	303
evm.TU.utg55.30.31	evm.utg55.30.31.2.5c279622	237	evm.utg55.30.31.1.5c279622	303
evm.TU.utg55.30.31	evm.utg55.30.31.3.5c279623	302	evm.utg55.30.31.1.5c279622	303
evm.TU.utg55.33	evm.utg55.33.1.5c27962c	137	evm.utg55.33	196
evm.TU.utg55.33	evm.utg55.33.2.5c27962c	142	evm.utg55.33	196
evm.TU.utg55.39	evm.utg55.39.1.5c22f21d	1508	evm.utg55.39	1642
evm.TU.utg55.47	evm.utg55.47.1.5c22f21e	572	evm.utg55.47	698
evm.TU.utg55.47	evm.utg55.47.1.5c22f21e.4.5c279624	417	evm.utg55.47	698
evm.TU.utg55.47	evm.utg55.47.2.5c22f21e	679	evm.utg55.47	698
evm.TU.utg55.47	evm.utg55.47.2.5c22f21e.1.5c279623	644	evm.utg55.47	698
evm.TU.utg55.47	evm.utg55.47.2.5c22f21e.2.5c279624	518	evm.utg55.47	698
evm.TU.utg55.47	evm.utg55.47.2.5c22f21e.3.5c279624	508	evm.utg55.47	698
evm.TU.utg55.47	evm.utg55.47.3.5c22f21e	634	evm.utg55.47	698
evm.TU.utg55.47	evm.utg55.47.4.5c22f21e	553	evm.utg55.47	698
evm.TU.utg55.48	evm.utg55.48.1.5c22f21e	179	evm.utg55.48	242
evm.TU.utg55.5	evm.utg55.5.1.5c279621	562	evm.utg55.5	789
evm.TU.utg55.52	evm.utg55.52.1.5c22f226	927	evm.utg55.52	1005
evm.TU.utg55.52	evm.utg55.52.2.5c22f226	927	evm.utg55.52	1005
evm.TU.utg55.62	evm.utg55.62.1.5c22f226	739	evm.utg55.62	1033
evm.TU.utg55.62	evm.utg55.62.1.5c22f226.1.5c27962d	594	evm.utg55.62	1033
evm.TU.utg55.62	evm.utg55.62.1.5c22f226.2.5c27962d	530	evm.utg55.62	1033
evm.TU.utg55.62	evm.utg55.62.1.5c22f226.3.5c27962d	647	evm.utg55.62	1033
evm.TU.utg55.63	evm.utg55.63.1.5c22f226	279	evm.utg55.63	311
evm.TU.utg55.64	evm.utg55.64.1.5c22f21f	247	evm.utg55.64	247
evm.TU.utg55.67	evm.utg55.67.1.5c22f21f	349	evm.utg55.67	349
evm.TU.utg55.67	evm.utg55.67.2.5c22f21f	265	evm.utg55.67	349
evm.TU.utg55.68	evm.utg55.68.1.5c22f227	884	evm.utg55.68	889
evm.TU.utg55.68	evm.utg55.68.2.5c22f227	759	evm.utg55.68	889
evm.TU.utg55.68	evm.utg55.68.3.5c22f227	764	evm.utg55.68	889
evm.TU.utg55.68	evm.utg55.68.4.5c22f227	840	evm.utg55.68	889
evm.TU.utg55.68	evm.utg55.68.5.5c22f227	840	evm.utg55.68	889
evm.TU.utg55.68	evm.utg55.68.5.5c22f227.1.5c27962d	588	evm.utg55.68	889
evm.TU.utg55.69	evm.utg55.69	199	evm.utg55.69.1.5c22f227	200
evm.TU.utg55.74	evm.utg55.74.1.5c22f21f	608	evm.utg55.74	910
evm.TU.utg55.75	evm.utg55.75	585	evm.utg55.75.1.5c22f227	609
evm.TU.utg55.77	evm.utg55.77.1.5c22f21f	771	evm.utg55.77	960
evm.TU.utg55.82	evm.utg55.82.1.5c22f220	1265	evm.utg55.82	1351
evm.TU.utg55.82	evm.utg55.82.2.5c22f220	1051	evm.utg55.82	1351
evm.TU.utg55.95	evm.utg55.95.1.5c22f220	360	evm.utg55.95	454
evm.TU.utg55.96	evm.utg55.96.1.5c22f220	336	evm.utg55.96	336
evm.TU.utg55.96	evm.utg55.96.2.5c22f220	321	evm.utg55.96	336
evm.TU.utg5578.9	evm.utg5578.9	209	evm.utg5578.9.1.5c22f213	235
evm.TU.utg5578.9	evm.utg5578.9.2.5c22f213	172	evm.utg5578.9.1.5c22f213	235
evm.TU.utg55869.2	evm.utg55869.2.1.5c22f214	427	evm.utg55869.2	529
evm.TU.utg55869.2	evm.utg55869.2.2.5c22f214	393	evm.utg55869.2	529
evm.TU.utg55869.2	evm.utg55869.2.3.5c22f215	427	evm.utg55869.2	529
evm.TU.utg56.13	evm.utg56.13.1.5c22f215	962	evm.utg56.13	971
evm.TU.utg56.19	evm.utg56.19.1.5c22f215	209	evm.utg56.19	227
evm.TU.utg56.20	evm.utg56.20.1.5c279617	243	evm.utg56.20	330
evm.TU.utg56.21	evm.utg56.21.1.5c22f215	638	evm.utg56.21	901
evm.TU.utg56.22	evm.utg56.22.1.5c279617	251	evm.utg56.22	276
evm.TU.utg56.31	evm.utg56.31.1.5c22f216	192	evm.utg56.31	219
evm.TU.utg56.32.33	evm.utg56.32.33.1.5c279617	310	evm.utg56.32.33	383
evm.TU.utg56.32.33	evm.utg56.32.33.2.5c279617	310	evm.utg56.32.33	383
evm.TU.utg56.44	evm.utg56.44.1.5c22f217	95	evm.utg56.44	121
evm.TU.utg56.44	evm.utg56.44.1.5c22f217.1.5c279618	81	evm.utg56.44	121
evm.TU.utg56.50	evm.utg56.50.1.5c22f217	430	evm.utg56.50	462
evm.TU.utg56.50	evm.utg56.50.1.5c279618	343	evm.utg56.50	462
evm.TU.utg56.50	evm.utg56.50.2.5c22f217	393	evm.utg56.50	462
evm.TU.utg56.57	evm.utg56.57.1.5c22f218	1408	evm.utg56.57	1992
evm.TU.utg56.76	evm.utg56.76.1.5c22f219	214	evm.utg56.76	214
evm.TU.utg560.1	evm.utg560.1.1.5c22f224	106	evm.utg560.1	123
evm.TU.utg560.1	evm.utg560.1.2.5c22f224	76	evm.utg560.1	123
evm.TU.utg560.16	evm.utg560.16.1.5c22f225	412	evm.utg560.16	430
evm.TU.utg560.7	evm.utg560.7	903	evm.utg560.7.1.5c22f221	911
evm.TU.utg560.7	evm.utg560.7.2.5c22f221	720	evm.utg560.7.1.5c22f221	911
evm.TU.utg560.7	evm.utg560.7.3.5c22f221	763	evm.utg560.7.1.5c22f221	911
evm.TU.utg564.24	evm.utg564.24.1.5c22f22e	765	evm.utg564.24	860
evm.TU.utg564.36	evm.utg564.36.1.5c22f22d	1225	evm.utg564.36	1272
evm.TU.utg564.40	evm.utg564.40	783	evm.utg564.40.1.5c22f22f	792
evm.TU.utg564.40	evm.utg564.40.2.5c22f22f	608	evm.utg564.40.1.5c22f22f	792
evm.TU.utg564.40	evm.utg564.40.2.5c22f22f.1.5c279626	470	evm.utg564.40.1.5c22f22f	792
evm.TU.utg564.66	evm.utg564.66.1.5c22f22e	640	evm.utg564.66	709
evm.TU.utg564.89	evm.utg564.89.1.5c22f22f	1195	evm.utg564.89	1426
evm.TU.utg564.89	evm.utg564.89.1.5c22f22f.1.5c279626	892	evm.utg564.89	1426
evm.TU.utg564.89	evm.utg564.89.1.5c22f22f.2.5c279626	927	evm.utg564.89	1426
evm.TU.utg564.89	evm.utg564.89.2.5c22f22f	1067	evm.utg564.89	1426
evm.TU.utg564.95	evm.utg564.95.1.5c22f22f	406	evm.utg564.95	406
evm.TU.utg564.96	evm.utg564.96.1.5c22f22f	339	evm.utg564.96	350
evm.TU.utg564.96	evm.utg564.96.2.5c22f230	244	evm.utg564.96	350
evm.TU.utg5652.14	evm.utg5652.14.1.5c22f238	98	evm.utg5652.14	144
evm.TU.utg5652.15	evm.utg5652.15.1.5c22f23a	186	evm.utg5652.15	237
evm.TU.utg5652.15	evm.utg5652.15.2.5c22f23a	237	evm.utg5652.15	237
evm.TU.utg5652.17	evm.utg5652.17.1.5c22f23a	657	evm.utg5652.17	688
evm.TU.utg5652.20	evm.utg5652.20.1.5c22f23b	395	evm.utg5652.20	442
evm.TU.utg5652.21	evm.utg5652.21.1.5c22f23b	457	evm.utg5652.21	487
evm.TU.utg5652.21	evm.utg5652.21.2.5c22f23b	464	evm.utg5652.21	487
evm.TU.utg5652.21	evm.utg5652.21.3.5c22f23b	434	evm.utg5652.21	487
evm.TU.utg5652.21	evm.utg5652.21.4.5c22f23b	383	evm.utg5652.21	487
evm.TU.utg5652.30	evm.utg5652.30.1.5c22f23c	491	evm.utg5652.30	560
evm.TU.utg5652.30	evm.utg5652.30.2.5c22f23c	471	evm.utg5652.30	560
evm.TU.utg5652.44	evm.utg5652.44.1.5c22f239	476	evm.utg5652.44	575
evm.TU.utg5652.44	evm.utg5652.44.2.5c22f239	516	evm.utg5652.44	575
evm.TU.utg5652.5.6	evm.utg5652.5.6.1.5c279634	1017	evm.utg5652.5.6	1017
evm.TU.utg5652.5.6	evm.utg5652.5.6.2.5c279634	917	evm.utg5652.5.6	1017
evm.TU.utg5652.52	evm.utg5652.52	486	evm.utg5652.52.1.5c279634	503
evm.TU.utg5689.4	evm.utg5689.4.1.5c279637	970	evm.utg5689.4	1033
evm.TU.utg5689.9	evm.utg5689.9	1001	evm.utg5689.9.1.5c22f236	1209
evm.TU.utg5689.9	evm.utg5689.9.1.5c22f236.1.5c279637	1062	evm.utg5689.9.1.5c22f236	1209
evm.TU.utg57.24	evm.utg57.24.1.5c22f239	352	evm.utg57.24	432
evm.TU.utg57.24	evm.utg57.24.1.5c22f239.1.5c279638	263	evm.utg57.24	432
evm.TU.utg577.103	evm.utg577.103.1.5c22f245	420	evm.utg577.103	420
evm.TU.utg577.103	evm.utg577.103.2.5c22f245	420	evm.utg577.103	420
evm.TU.utg577.105	evm.utg577.105.1.5c22f246	149	evm.utg577.105	157
evm.TU.utg577.108	evm.utg577.108	477	evm.utg577.108.1.5c22f246	551
evm.TU.utg577.11	evm.utg577.11.1.5c22f247	239	evm.utg577.11	321
evm.TU.utg577.18	evm.utg577.18.1.5c22f247	431	evm.utg577.18	485
evm.TU.utg577.20	evm.utg577.20.1.5c22f242	382	evm.utg577.20	533
evm.TU.utg577.21	evm.utg577.21.1.5c22f248	2090	evm.utg577.21	2251
evm.TU.utg577.21	evm.utg577.21.2.5c22f248	2050	evm.utg577.21	2251
evm.TU.utg577.21	evm.utg577.21.3.5c22f248	2050	evm.utg577.21	2251
evm.TU.utg577.23	evm.utg577.23	383	evm.utg577.23.1.5c22f242	387
evm.TU.utg577.27	evm.utg577.27.1.5c22f242	112	evm.utg577.27	119
evm.TU.utg577.27	evm.utg577.27.2.5c22f242	107	evm.utg577.27	119
evm.TU.utg577.3	evm.utg577.3.1.5c22f241	3765	evm.utg577.3	3964
evm.TU.utg577.34	evm.utg577.34	757	evm.utg577.34.3.5c22f249	794
evm.TU.utg577.34	evm.utg577.34.1.5c22f249	676	evm.utg577.34.3.5c22f249	794
evm.TU.utg577.34	evm.utg577.34.2.5c22f249	676	evm.utg577.34.3.5c22f249	794
evm.TU.utg577.34	evm.utg577.34.4.5c22f249	562	evm.utg577.34.3.5c22f249	794
evm.TU.utg577.34	evm.utg577.34.4.5c22f249.1.5c279642	449	evm.utg577.34.3.5c22f249	794
evm.TU.utg577.36	evm.utg577.36.1.5c22f249	167	evm.utg577.36	195
evm.TU.utg577.36	evm.utg577.36.2.5c22f24a	171	evm.utg577.36	195
evm.TU.utg577.37	evm.utg577.37.1.5c22f243	469	evm.utg577.37	551
evm.TU.utg577.37	evm.utg577.37.2.5c22f243	469	evm.utg577.37	551
evm.TU.utg577.37	evm.utg577.37.3.5c22f243	387	evm.utg577.37	551
evm.TU.utg577.40	evm.utg577.40.1.5c22f243	533	evm.utg577.40	647
evm.TU.utg577.46	evm.utg577.46.1.5c22f243	603	evm.utg577.46	607
evm.TU.utg577.46	evm.utg577.46.2.5c22f244	517	evm.utg577.46	607
evm.TU.utg577.46	evm.utg577.46.3.5c22f244	517	evm.utg577.46	607
evm.TU.utg577.49	evm.utg577.49.1.5c22f24a	576	evm.utg577.49	620
evm.TU.utg577.49	evm.utg577.49.2.5c22f24a	515	evm.utg577.49	620
evm.TU.utg577.49	evm.utg577.49.2.5c22f24a.1.5c279643	373	evm.utg577.49	620
evm.TU.utg577.6	evm.utg577.6.1.5c22f241	714	evm.utg577.6	738
evm.TU.utg577.60	evm.utg577.60	583	evm.utg577.60.1.5c22f244	621
evm.TU.utg577.62	evm.utg577.62.1.5c22f244	238	evm.utg577.62	238
evm.TU.utg577.62	evm.utg577.62.2.5c22f244	230	evm.utg577.62	238
evm.TU.utg577.73	evm.utg577.73.1.5c22f245	150	evm.utg577.73	209
evm.TU.utg577.75	evm.utg577.75.1.5c22f245	2024	evm.utg577.75	2352
evm.TU.utg577.75	evm.utg577.75.2.5c22f245	1960	evm.utg577.75	2352
evm.TU.utg577.75	evm.utg577.75.2.5c22f245.1.5c27963f	1654	evm.utg577.75	2352
evm.TU.utg577.75	evm.utg577.75.2.5c22f245.2.5c27963f	1654	evm.utg577.75	2352
evm.TU.utg577.79	evm.utg577.79.1.5c22f24b	2337	evm.utg577.79	2508
evm.TU.utg577.79	evm.utg577.79.2.5c22f24b	2163	evm.utg577.79	2508
evm.TU.utg577.79	evm.utg577.79.3.5c22f24b	1944	evm.utg577.79	2508
evm.TU.utg577.84	evm.utg577.84.1.5c22f24c	957	evm.utg577.84	968
evm.TU.utg577.9	evm.utg577.9.1.5c22f247	224	evm.utg577.9	318
evm.TU.utg577.9	evm.utg577.9.2.5c22f247	223	evm.utg577.9	318
evm.TU.utg577.9	evm.utg577.9.2.5c22f247.1.5c279640	167	evm.utg577.9	318
evm.TU.utg5774.3	evm.utg5774.3.1.5c22f241	361	evm.utg5774.3	407
evm.TU.utg5780.2	evm.utg5780.2.1.5c22f24b	2564	evm.utg5780.2	2640
evm.TU.utg579.10	evm.utg579.10.1.5c22f257	404	evm.utg579.10	414
evm.TU.utg579.101	evm.utg579.101.1.5c22f256	283	evm.utg579.101	303
evm.TU.utg579.102	evm.utg579.102.1.5c22f257	571	evm.utg579.102	616
evm.TU.utg579.103	evm.utg579.103.1.5c22f250	829	evm.utg579.103	945
evm.TU.utg579.105	evm.utg579.105	898	evm.utg579.105.1.5c22f250	932
evm.TU.utg579.112	evm.utg579.112	850	evm.utg579.112.1.5c22f251	851
evm.TU.utg579.112	evm.utg579.112.2.5c22f251	850	evm.utg579.112.1.5c22f251	851
evm.TU.utg579.112	evm.utg579.112.3.5c22f251	850	evm.utg579.112.1.5c22f251	851
evm.TU.utg579.116	utg579.equina_smart_139449.mrna2	103	evm.utg579.116	308
evm.TU.utg579.17	evm.utg579.17.1.5c22f24d	412	evm.utg579.17	533
evm.TU.utg579.21	evm.utg579.21.1.5c22f254	450	evm.utg579.21	602
evm.TU.utg579.21	evm.utg579.21.1.5c22f254.1.5c27964d	397	evm.utg579.21	602
evm.TU.utg579.21	evm.utg579.21.1.5c22f254.2.5c27964d	411	evm.utg579.21	602
evm.TU.utg579.23	evm.utg579.23.1.5c22f24d	373	evm.utg579.23	525
evm.TU.utg579.24	evm.utg579.24.1.5c22f254	285	evm.utg579.24	325
evm.TU.utg579.24	evm.utg579.24.1.5c22f254.1.5c27964e	220	evm.utg579.24	325
evm.TU.utg579.29	evm.utg579.29.1.5c22f24d	558	evm.utg579.29	641
evm.TU.utg579.29	evm.utg579.29.2.5c22f24d	558	evm.utg579.29	641
evm.TU.utg579.29	evm.utg579.29.3.5c22f24d	537	evm.utg579.29	641
evm.TU.utg579.29	evm.utg579.29.3.5c22f24d.1.5c279646	542	evm.utg579.29	641
evm.TU.utg579.29	evm.utg579.29.3.5c22f24d.2.5c279646	383	evm.utg579.29	641
evm.TU.utg579.29	evm.utg579.29.4.5c22f24d	478	evm.utg579.29	641
evm.TU.utg579.30	evm.utg579.30.1.5c22f254	572	evm.utg579.30	612
evm.TU.utg579.30	evm.utg579.30.2.5c22f254	529	evm.utg579.30	612
evm.TU.utg579.30	evm.utg579.30.3.5c22f254	480	evm.utg579.30	612
evm.TU.utg579.31	evm.utg579.31.1.5c22f24e	275	evm.utg579.31	285
evm.TU.utg579.37	evm.utg579.37.1.5c22f24e	1176	evm.utg579.37	1417
evm.TU.utg579.37	evm.utg579.37.1.5c22f24e.1.5c279646	863	evm.utg579.37	1417
evm.TU.utg579.37	evm.utg579.37.1.5c22f24e.2.5c279646	950	evm.utg579.37	1417
evm.TU.utg579.37	evm.utg579.37.1.5c22f24e.3.5c279646	972	evm.utg579.37	1417
evm.TU.utg579.37	evm.utg579.37.1.5c22f24e.4.5c279647	986	evm.utg579.37	1417
evm.TU.utg579.46	evm.utg579.46	374	evm.utg579.46.1.5c22f255	398
evm.TU.utg579.71	evm.utg579.71.1.5c22f24f	114	evm.utg579.71	130
evm.TU.utg579.74	evm.utg579.74.1.5c22f255	764	evm.utg579.74	988
evm.TU.utg579.74	evm.utg579.74.2.5c22f255	966	evm.utg579.74	988
evm.TU.utg579.75	evm.utg579.75.1.5c22f24f	228	evm.utg579.75	314
evm.TU.utg579.77	evm.utg579.77	474	evm.utg579.77.1.5c22f24f	542
evm.TU.utg579.77	evm.utg579.77.2.5c22f24f	462	evm.utg579.77.1.5c22f24f	542
evm.TU.utg579.90	evm.utg579.90.1.5c22f256	85	evm.utg579.90	85
evm.TU.utg579.95	evm.utg579.95.1.5c22f256	113	evm.utg579.95	149
evm.TU.utg579.96	evm.utg579.96.1.5c22f256	149	evm.utg579.96	158
evm.TU.utg579.96	evm.utg579.96.2.5c22f256	156	evm.utg579.96	158
evm.TU.utg579.97	evm.utg579.97.1.5c22f256	191	evm.utg579.97	233
evm.TU.utg579.99	evm.utg579.99	149	evm.utg579.99.2.5c22f24f.1.5c279648	200
evm.TU.utg579.99	evm.utg579.99.1.5c22f24f	149	evm.utg579.99.2.5c22f24f.1.5c279648	200
evm.TU.utg579.99	evm.utg579.99.2.5c22f24f	152	evm.utg579.99.2.5c22f24f.1.5c279648	200
evm.TU.utg579.99	evm.utg579.99.3.5c22f250	149	evm.utg579.99.2.5c22f24f.1.5c279648	200
evm.TU.utg579.99	evm.utg579.99.4.5c22f250	149	evm.utg579.99.2.5c22f24f.1.5c279648	200
evm.TU.utg579.99	evm.utg579.99.5.5c22f250	113	evm.utg579.99.2.5c22f24f.1.5c279648	200
evm.TU.utg580.12	evm.utg580.12.1.5c22f259	375	evm.utg580.12	375
evm.TU.utg580.20	evm.utg580.20	840	evm.utg580.20.1.5c22f259	897
evm.TU.utg580.25	evm.utg580.25.1.5c22f25a	297	evm.utg580.25	356
evm.TU.utg580.25	evm.utg580.25.2.5c22f25a	297	evm.utg580.25	356
evm.TU.utg580.31	evm.utg580.31	700	evm.utg580.31.1.5c22f25a	762
evm.TU.utg580.31	evm.utg580.31.2.5c22f25a	645	evm.utg580.31.1.5c22f25a	762
evm.TU.utg580.31	evm.utg580.31.3.5c22f25a	582	evm.utg580.31.1.5c22f25a	762
evm.TU.utg580.32	evm.utg580.32	264	evm.utg580.32.1.5c22f261	290
evm.TU.utg580.32	evm.utg580.32.2.5c22f261	246	evm.utg580.32.1.5c22f261	290
evm.TU.utg580.38	evm.utg580.38	280	evm.utg580.38.5.5c22f25b	296
evm.TU.utg580.38	evm.utg580.38.1.5c22f25b	254	evm.utg580.38.5.5c22f25b	296
evm.TU.utg580.38	evm.utg580.38.2.5c22f25b	288	evm.utg580.38.5.5c22f25b	296
evm.TU.utg580.38	evm.utg580.38.3.5c22f25b	240	evm.utg580.38.5.5c22f25b	296
evm.TU.utg580.38	evm.utg580.38.4.5c22f25b	288	evm.utg580.38.5.5c22f25b	296
evm.TU.utg580.38	evm.utg580.38.6.5c22f25b	288	evm.utg580.38.5.5c22f25b	296
evm.TU.utg580.38	evm.utg580.38.7.5c22f25c	290	evm.utg580.38.5.5c22f25b	296
evm.TU.utg580.38	evm.utg580.38.8.5c22f25c	282	evm.utg580.38.5.5c22f25b	296
evm.TU.utg580.38	evm.utg580.38.9.5c22f25c	282	evm.utg580.38.5.5c22f25b	296
evm.TU.utg580.48	evm.utg580.48	336	evm.utg580.48.2.5c22f25c	390
evm.TU.utg580.48	evm.utg580.48.1.5c22f25c	305	evm.utg580.48.2.5c22f25c	390
evm.TU.utg580.70	evm.utg580.70	386	utg580.equina_smart_1065012.mrna9	492
evm.TU.utg5815.4	evm.utg5815.4	854	evm.utg5815.4.3.5c22f25d	859
evm.TU.utg5815.4	evm.utg5815.4.1.5c22f25d	855	evm.utg5815.4.3.5c22f25d	859
evm.TU.utg5815.4	evm.utg5815.4.2.5c22f25d	688	evm.utg5815.4.3.5c22f25d	859
evm.TU.utg5815.6	evm.utg5815.6.1.5c22f25b	141	evm.utg5815.6	175
evm.TU.utg5817.1	evm.utg5817.1.1.5c22f25e	2515	evm.utg5817.1.2.5c22f25e	2710
evm.TU.utg5817.1	evm.utg5817.1.3.5c22f25e	2578	evm.utg5817.1.2.5c22f25e	2710
evm.TU.utg5817.1	evm.utg5817.1.4.5c22f25e	2460	evm.utg5817.1.2.5c22f25e	2710
evm.TU.utg5817.4	evm.utg5817.4.1.5c22f25e	735	evm.utg5817.4	750
evm.TU.utg5817.4	evm.utg5817.4.1.5c22f25e.1.5c279655	573	evm.utg5817.4	750
evm.TU.utg5817.4	evm.utg5817.4.2.5c22f25e	549	evm.utg5817.4	750
evm.TU.utg5817.5	evm.utg5817.5.1.5c22f25d	324	evm.utg5817.5	356
evm.TU.utg5854.10	evm.utg5854.10.1.5c22f265	1086	evm.utg5854.10	1143
evm.TU.utg5854.10	evm.utg5854.10.2.5c22f265	972	evm.utg5854.10	1143
evm.TU.utg5854.6	evm.utg5854.6.1.5c22f266	358	evm.utg5854.6	555
evm.TU.utg5854.9	evm.utg5854.9.1.5c22f266	1006	evm.utg5854.9	1063
evm.TU.utg5854.9	evm.utg5854.9.2.5c22f266	949	evm.utg5854.9	1063
evm.TU.utg5862.1	evm.utg5862.1.1.5c22f266	1299	evm.utg5862.1	1358
evm.TU.utg5885.1.106	evm.utg5885.1.106.1.5c279662	548	evm.utg5885.1.106	666
evm.TU.utg5885.11	evm.utg5885.11.1.5c22f26d	986	evm.utg5885.11	1027
evm.TU.utg5885.35	evm.utg5885.35.1.5c22f270	702	evm.utg5885.35	702
evm.TU.utg5885.35	evm.utg5885.35.2.5c22f270	551	evm.utg5885.35	702
evm.TU.utg5885.38	evm.utg5885.38.1.5c22f26e	316	evm.utg5885.38	420
evm.TU.utg5885.54	evm.utg5885.54.1.5c22f271	373	evm.utg5885.54	515
evm.TU.utg5885.54	evm.utg5885.54.1.5c22f271.1.5c279664	274	evm.utg5885.54	515
evm.TU.utg5885.54	evm.utg5885.54.1.5c22f271.2.5c279664	274	evm.utg5885.54	515
evm.TU.utg5885.55	evm.utg5885.55.1.5c22f271	520	evm.utg5885.55	639
evm.TU.utg5885.57	evm.utg5885.57.1.5c22f26e	339	evm.utg5885.57	472
evm.TU.utg5885.7	evm.utg5885.7.1.5c22f270	352	evm.utg5885.7	500
evm.TU.utg5885.7	evm.utg5885.7.1.5c279665	500	evm.utg5885.7	500
evm.TU.utg5885.75	evm.utg5885.75.1.5c22f272	456	evm.utg5885.75	503
evm.TU.utg5885.75	evm.utg5885.75.2.5c22f272	381	evm.utg5885.75	503
evm.TU.utg5885.75	evm.utg5885.75.2.5c22f272.1.5c279665	296	evm.utg5885.75	503
evm.TU.utg5885.80	evm.utg5885.80	174	evm.utg5885.80.1.5c22f26f	183
evm.TU.utg5885.88	evm.utg5885.88	128	evm.utg5885.88.1.5c22f26f	138
evm.TU.utg5885.93	evm.utg5885.93.1.5c22f273	134	evm.utg5885.93	134
evm.TU.utg590.13	evm.utg590.13.1.5c22f275	346	evm.utg590.13	359
evm.TU.utg590.17	evm.utg590.17.1.5c22f275	889	evm.utg590.17	889
evm.TU.utg590.17	evm.utg590.17.2.5c22f275	716	evm.utg590.17	889
evm.TU.utg590.20	evm.utg590.20.1.5c22f275	378	evm.utg590.20	457
evm.TU.utg594.10	evm.utg594.10	83	evm.utg594.10.1.5c22f27e	99
evm.TU.utg594.15	evm.utg594.15	73	evm.utg594.15.2.5c22f27e	76
evm.TU.utg594.15	evm.utg594.15.1.5c22f27e	58	evm.utg594.15.2.5c22f27e	76
evm.TU.utg594.26	evm.utg594.26.1.5c22f280	342	evm.utg594.26	478
evm.TU.utg594.39	evm.utg594.39.1.5c22f281	362	evm.utg594.39	485
evm.TU.utg594.39	evm.utg594.39.1.5c22f281.1.5c27966f	275	evm.utg594.39	485
evm.TU.utg594.41	evm.utg594.41.1.5c22f281	792	evm.utg594.41	982
evm.TU.utg594.49	evm.utg594.49.1.5c22f281	227	evm.utg594.49	292
evm.TU.utg594.49	evm.utg594.49.1.5c22f281.1.5c279670	191	evm.utg594.49	292
evm.TU.utg594.9	evm.utg594.9	192	evm.utg594.9.1.5c22f280	216
