mrna_id	protein_length
evm.utg5862.3	2703
evm.utg5862.4	210
evm.utg5879.1	76
evm.utg5879.2	149
evm.utg5879.3	346
evm.utg5879.4	141
utg5879.evm.utg31.46.mrna2	76
evm.utg5879.5	104
evm.utg5879.6	226
evm.utg5879.7	284
evm.utg5879.8	197
evm.utg5879.9	122
evm.utg5879.10	88
evm.utg5879.11	218
evm.utg5879.12	475
evm.utg5879.13	247
evm.utg5879.14	157
evm.utg5879.15	104
evm.utg5879.16	94
evm.utg5879.17	599
evm.utg5879.18	365
evm.utg5879.19	253
evm.utg5879.20	284
evm.utg5879.21	204
evm.utg5879.22	135
evm.utg5879.23	234
evm.utg5885.101	83
evm.utg5885.102	164
evm.utg5885.103	567
evm.utg5885.104	103
evm.utg5885.105	293
evm.utg5885.1.106	666
evm.utg5885.1.106.1.5c279662	548
evm.utg5885.2	531
evm.utg5885.3	727
evm.utg5885.4	210
evm.utg5885.5	166
evm.utg5885.6	115
evm.utg5885.7	500
evm.utg5885.7.1.5c22f270	352
evm.utg5885.7.1.5c279665	500
evm.utg5885.8	520
evm.utg5885.9	484
evm.utg5885.10	423
evm.utg5885.11	1027
evm.utg5885.11.1.5c22f26d	986
evm.utg5885.12	1188
evm.utg5885.13	71
evm.utg5885.14	123
evm.utg5885.15	185
evm.utg5885.16	232
evm.utg5885.17	189
evm.utg5885.18	357
evm.utg5885.19	74
evm.utg5885.20	96
evm.utg5885.21	652
evm.utg5885.22	80
evm.utg5885.23	120
evm.utg5885.24	164
evm.utg5885.25	203
evm.utg5885.26	1207
evm.utg5885.27	367
evm.utg5885.28	222
evm.utg5885.29	415
evm.utg5885.30	235
evm.utg5885.31	303
evm.utg5885.32	98
evm.utg5885.33	987
evm.utg5885.34	91
evm.utg5885.35.2.5c22f270	551
evm.utg5885.35.1.5c22f270	702
evm.utg5885.35	702
evm.utg5885.36	490
evm.utg5885.37	284
evm.utg5885.38	420
evm.utg5885.38.1.5c22f26e	316
evm.utg5885.39	608
evm.utg5885.40	144
evm.utg5885.41	523
evm.utg5885.42	286
evm.utg5885.43	591
evm.utg5885.44	497
evm.utg5885.45	530
evm.utg5885.46	261
evm.utg5885.47	328
evm.utg5885.48	346
evm.utg5885.49	385
evm.utg5885.50	91
evm.utg5885.51	347
evm.utg5885.52	448
evm.utg5885.53	102
evm.utg5885.54	515
evm.utg5885.54.1.5c22f271	373
evm.utg5885.54.1.5c22f271.1.5c279664	274
evm.utg5885.54.1.5c22f271.2.5c279664	274
evm.utg5885.55	639
evm.utg5885.55.1.5c22f271	520
evm.utg5885.56	747
evm.utg5885.57	472
evm.utg5885.57.1.5c22f26e	339
evm.utg5885.58	330
evm.utg5885.59	72
evm.utg5885.60	462
evm.utg5885.61	347
evm.utg5885.62	390
evm.utg5885.63	549
evm.utg5885.64	395
evm.utg5885.65	421
evm.utg5885.66	906
evm.utg5885.67	95
evm.utg5885.68	329
evm.utg5885.69	404
evm.utg5885.70	421
evm.utg5885.71	1490
evm.utg5885.72	244
evm.utg5885.73	129
evm.utg5885.74	1710
evm.utg5885.75	503
evm.utg5885.75.1.5c22f272	456
evm.utg5885.75.2.5c22f272	381
evm.utg5885.75.2.5c22f272.1.5c279665	296
evm.utg5885.76	356
evm.utg5885.77	210
evm.utg5885.78	66
evm.utg5885.79	104
evm.utg5885.80	174
evm.utg5885.80.1.5c22f26f	183
evm.utg5885.81	523
evm.utg5885.82	320
evm.utg5885.83	75
evm.utg5885.84	257
evm.utg5885.85	82
evm.utg5885.86	284
evm.utg5885.87	256
evm.utg5885.88.1.5c22f26f	138
evm.utg5885.88	128
evm.utg5885.89	101
evm.utg5885.90	604
evm.utg5885.91	361
evm.utg5885.92	556
evm.utg5885.93.1.5c22f273	134
evm.utg5885.93	134
evm.utg5885.94	494
evm.utg5885.95	500
utg5885.equina_smart_1459316utrorf.mrna1	223
evm.utg5885.96	1155
evm.utg5885.97	1146
evm.utg5885.98	143
evm.utg5885.99	232
evm.utg5885.100	252
evm.utg5950.1	246
evm.utg5950.2	106
evm.utg5950.3	383
evm.utg5950.4	418
evm.utg5950.5	978
evm.utg5950.6	157
evm.utg5950.7	942
evm.utg5950.8	230
evm.utg5950.9	1058
evm.utg5950.10	281
evm.utg5950.11	128
evm.utg5950.12	361
evm.utg5950.13	75
evm.utg5950.14	93
evm.utg5950.15	582
evm.utg5950.15.1.5c22f286	582
evm.utg5950.16	575
evm.utg5950.17	89
evm.utg5950.18	590
evm.utg5950.19	1467
evm.utg5950.20	477
evm.utg5950.21	146
evm.utg5950.21.1.5c22f283	142
evm.utg5950.21.1.5c22f283.1.5c279672	101
evm.utg5950.22	465
evm.utg5950.23	527
evm.utg5950.24	445
evm.utg5950.24.1.5c22f287	476
evm.utg5950.25	108
evm.utg5950.26	264
evm.utg5950.27	201
evm.utg5950.28	130
evm.utg5950.29.4.5c22f283	2004
evm.utg5950.29.6.5c22f284	1427
evm.utg5950.29.2.5c22f283	1795
evm.utg5950.29	2004
evm.utg5950.29.1.5c22f283	1818
evm.utg5950.29.3.5c22f283	1992
evm.utg5950.29.5.5c22f284	1662
evm.utg5950.30	638
evm.utg5950.30.1.5c22f284	576
evm.utg5950.31	158
evm.utg5950.31.1.5c22f284	155
evm.utg5950.32	405
evm.utg5950.33	506
evm.utg5950.33.1.5c22f284	531
evm.utg5950.34.1.5c22f285	1765
evm.utg5950.34	1757
evm.utg5950.35	106
evm.utg5950.36	576
evm.utg5950.37	71
evm.utg5950.38	214
evm.utg5950.39	293
evm.utg5950.40	79
evm.utg5950.41	70
evm.utg5950.42	71
evm.utg5950.43	71
evm.utg5950.44	77
evm.utg5950.45	93
evm.utg5950.46	94
utg5950.equina_smart_981953.mrna1	77
evm.utg5950.47	77
evm.utg5950.48	1145
evm.utg5950.49	918
evm.utg5950.50	336
evm.utg5950.51	929
evm.utg5950.52	161
evm.utg5950.53	125
evm.utg5950.54	106
evm.utg5950.55	441
evm.utg5950.56	595
evm.utg5950.57	175
evm.utg5950.58	690
evm.utg5950.59	171
evm.utg5950.60	240
evm.utg5950.61	940
evm.utg5950.62	534
evm.utg5950.63	239
evm.utg5950.64	157
evm.utg5950.65	595
evm.utg5950.66	220
evm.utg5950.67	217
evm.utg5950.67.1.5c22f288	192
evm.utg5950.68	414
evm.utg5950.69	685
evm.utg5950.70	761
evm.utg5950.71	142
utg5950.equina_smart_1773076.mrna1	121
evm.utg5950.72	288
evm.utg5950.73	181
evm.utg5950.74	242
evm.utg5950.75	512
evm.utg5950.76	177
evm.utg5950.77	221
evm.utg5950.78	99
evm.utg5950.79	221
evm.utg5950.80	212
evm.utg5950.81	315
evm.utg5950.82	108
evm.utg5950.83	209
evm.utg5950.84	183
evm.utg5950.85	192
evm.utg5950.86	196
evm.utg5950.87	1158
utg5950.evm.utg594.47.mrna12	570
evm.utg5950.88	437
evm.utg5950.89	81
evm.utg5950.90	290
evm.utg5950.91	231
evm.utg5950.92	167
evm.utg5950.93.1.5c22f286	205
evm.utg5950.93	207
utg5950.equina_smart_1459648.mrna1	220
evm.utg5950.94	200
evm.utg5950.95	1505
evm.utg5950.96	121
evm.utg5950.97	220
evm.utg5950.98	200
evm.utg5950.99	476
evm.utg5950.100	686
evm.utg5950.101	343
evm.utg5950.102	680
evm.utg5950.102.1.5c22f288	667
evm.utg5950.103	415
evm.utg5950.104	803
evm.utg5950.105	89
evm.utg5950.106	250
evm.utg5950.107	607
evm.utg5950.108	1267
evm.utg5950.109	118
evm.utg5950.110	66
utg5950.equina_smart_702329.mrna2	65
evm.utg5950.111	462
evm.utg5950.112	153
evm.utg5960.1	96
evm.utg5960.2	395
evm.utg5960.3	812
evm.utg5960.4	631
evm.utg5960.5	84
evm.utg5960.6	265
evm.utg5960.7	134
evm.utg5960.8	258
evm.utg5960.9	960
evm.utg5960.10	252
evm.utg5960.11	208
evm.utg5960.12	421
evm.utg5960.13	227
evm.utg5960.14	81
evm.utg5960.15	184
evm.utg5960.16	98
evm.utg5960.19	273
evm.utg5960.20	227
evm.utg5960.21	602
evm.utg5960.22	568
evm.utg5960.23	220
evm.utg5960.24	198
evm.utg5975.1	390
evm.utg5975.2	203
evm.utg5975.3	1639
evm.utg5975.4	345
evm.utg5975.5	419
evm.utg5975.6	1059
evm.utg5975.7	268
evm.utg5975.8	916
evm.utg5975.9	327
evm.utg5975.10	138
evm.utg5975.11	401
evm.utg5975.12	366
evm.utg5975.13	905
evm.utg5975.14	79
evm.utg5975.15	247
evm.utg5975.16	236
evm.utg5975.17	530
evm.utg5975.18	424
evm.utg5975.19	907
evm.utg5975.20	1120
evm.utg5975.21	353
evm.utg5975.21.1.5c22f289	262
evm.utg5975.22	249
evm.utg5975.23	277
evm.utg5975.23.1.5c22f28a	224
evm.utg5975.23.2.5c22f28a	217
evm.utg5975.24	173
evm.utg5975.25	121
evm.utg5975.26	229
evm.utg5975.27	256
evm.utg5975.28	239
utg5975.equina_smart_790227.mrna3	261
evm.utg5975.29	234
evm.utg5980.2	509
evm.utg5980.3	1024
evm.utg5980.4	235
evm.utg5980.5	90
evm.utg5985.1	781
evm.utg5985.2	754
evm.utg5985.2.1.5c22f28c	533
evm.utg5985.3	480
evm.utg5985.4	228
evm.utg5985.5	191
evm.utg5985.6	2355
evm.utg5985.7	282
evm.utg5985.8	530
evm.utg5985.8.1.5c22f28d	520
evm.utg5985.8.2.5c22f28e	407
evm.utg5985.8.3.5c22f28e	397
evm.utg5985.8.4.5c22f28e	384
evm.utg5985.9	299
evm.utg5985.10	637
evm.utg5985.11	91
evm.utg5985.12	287
evm.utg5985.13	899
evm.utg5985.13.1.5c22f28c	886
evm.utg5985.14	184
evm.utg5985.15	361
evm.utg5985.15.1.5c22f28e	349
evm.utg5985.15.2.5c22f28e	348
evm.utg5985.15.3.5c22f28e	336
evm.utg5985.15.4.5c22f28e	290
evm.utg5985.15.5.5c22f28e	277
evm.utg5985.16	355
evm.utg5985.16.1.5c22f28d	356
evm.utg5985.17	293
evm.utg5985.18	1044
evm.utg5985.19	1035
evm.utg5985.20	326
evm.utg5985.21	1045
evm.utg5985.22	1302
evm.utg5985.23	208
evm.utg5985.24	681
evm.utg5985.25	318
evm.utg5985.26	106
evm.utg5985.27	101
evm.utg5996.1	115
evm.utg5996.2	234
evm.utg5996.3	169
evm.utg5996.4	764
evm.utg5996.4.1.5c279680	628
utg5996.evm.utg5996.3.mrna2	169
utg5996.equina_smart_1459813.mrna1	196
evm.utg5996.5	1278
evm.utg5996.6	627
evm.utg5996.7	557
utg5996.equina_smart_961746.mrna2	118
evm.utg5996.8	295
evm.utg5996.9	132
evm.utg5996.10	254
evm.utg6035.1	73
evm.utg6035.2	126
evm.utg6035.3	669
evm.utg6035.4	246
evm.utg6035.5	871
evm.utg6035.6	166
evm.utg6035.7	217
evm.utg6035.8	241
evm.utg6035.9	103
evm.utg6035.10	185
evm.utg6035.10.1.5c22f29a	139
evm.utg6035.11	71
evm.utg6035.12	302
evm.utg6035.13	249
evm.utg6035.14	214
evm.utg6035.15	162
evm.utg6035.16	391
evm.utg6035.17	982
evm.utg6035.18	154
evm.utg6035.19	492
evm.utg6070.1	356
evm.utg6070.1.1.5c22f2b6	307
utg6070.equina_smart_1459892.mrna1	99
evm.utg6070.26.1.5c22f2b6	94
evm.utg6070.26	128
evm.utg6070.2	147
evm.utg6070.3	120
evm.utg6070.4	306
evm.utg6070.5	88
evm.utg6070.8	152
evm.utg6070.9	131
evm.utg6070.10	169
evm.utg6070.11	225
evm.utg6070.12	670
evm.utg6070.13	246
evm.utg6070.14	157
evm.utg6070.15	417
evm.utg6070.16	161
evm.utg6070.17	598
evm.utg6070.18	422
evm.utg6070.19	1446
evm.utg6070.20	124
evm.utg6070.21	165
evm.utg6070.22	257
evm.utg6070.23	362
evm.utg6070.24	362
evm.utg6070.25	72
evm.utg6070.27	167
evm.utg6070.28	337
evm.utg6070.29	98
evm.utg6072.1	307
evm.utg6072.1.1.5c27969b	374
evm.utg6072.2	1559
evm.utg6072.3	349
evm.utg6072.4	96
evm.utg6072.5	196
evm.utg6072.6	517
evm.utg6072.7	495
evm.utg6072.8	242
evm.utg6072.9	156
evm.utg6072.10	498
evm.utg6072.11	1487
evm.utg6072.12	349
evm.utg6072.13	481
evm.utg6072.14	1322
evm.utg6072.14.1.5c22f2b7	1018
evm.utg6072.15	464
evm.utg6072.16	505
evm.utg6072.17	164
evm.utg6072.18	599
evm.utg6072.19	202
evm.utg6072.20.24	571
evm.utg6072.20.24.1.5c27969c	584
evm.utg6072.21	412
evm.utg6072.22	222
evm.utg6072.23	98
evm.utg6072.25	345
evm.utg6072.26	381
evm.utg6072.27	332
evm.utg6072.28	131
evm.utg6072.29	386
evm.utg6072.30	699
evm.utg6072.31	516
utg6078.equina_smart_1778237.mrna3	49
evm.utg6078.1	408
evm.utg6078.2	878
evm.utg6078.3	544
utg6078.equina_smart_759834.mrna1	252
evm.utg6078.4	121
evm.utg6078.5	173
evm.utg6078.6	111
evm.utg6078.7	179
evm.utg6078.8	506
evm.utg6078.9	428
evm.utg6078.10.1.5c22f2bc	414
evm.utg6078.10	414
evm.utg6078.10.2.5c22f2bd	404
evm.utg6078.11	970
evm.utg6078.11.1.5c22f2bd	957
evm.utg6078.11.2.5c22f2bd	957
evm.utg6078.12	201
evm.utg6078.13	480
evm.utg6078.14	146
evm.utg6078.15	193
evm.utg6078.16	99
evm.utg6078.17	72
evm.utg6078.18	198
evm.utg6078.19	324
evm.utg6078.20	93
evm.utg6078.21	335
evm.utg6078.22	530
evm.utg6078.23	218
evm.utg6078.24	90
evm.utg6078.25	274
evm.utg6078.26	745
evm.utg6078.27	175
evm.utg6078.28	338
evm.utg6078.29	699
evm.utg6078.30	451
evm.utg6078.31	853
evm.utg6078.32	214
evm.utg6078.33	1330
evm.utg6078.34	183
evm.utg6078.35	81
evm.utg6078.36	67
evm.utg6078.39	94
evm.utg6078.40	108
evm.utg6078.41	403
evm.utg6078.42	497
evm.utg6078.43	608
evm.utg6078.45	526
evm.utg6078.44	73
evm.utg6078.46	182
evm.utg6078.47	911
evm.utg6078.48	439
utg6078.equina_smart_592603.mrna2	85
evm.utg6078.49	393
evm.utg6078.50	159
evm.utg6078.51	240
evm.utg6078.52	97
evm.utg6078.53	342
evm.utg6078.54	380
evm.utg6078.55	758
evm.utg6078.55.1.5c22f2bd	603
evm.utg6078.56	341
evm.utg6078.57	1365
evm.utg6078.58	89
evm.utg6078.59	102
evm.utg6078.60	89
utg6078.equina_smart_60709.mrna2	143
evm.utg6078.61.1.5c22f2be	279
evm.utg6078.61	278
utg6078.equina_smart_999823.mrna1	110
evm.utg6078.62	857
evm.utg6078.62.1.5c22f2be	643
evm.utg6078.62.1.5c22f2be.1.5c2796a2	526
evm.utg6078.63	119
evm.utg6078.64	1168
evm.utg6078.65	2509
evm.utg6078.66	448
evm.utg6078.67	691
evm.utg6078.68	937
evm.utg6092.1	133
evm.utg6092.2	230
evm.utg6092.3	241
evm.utg6092.4	509
evm.utg6092.5	643
evm.utg6092.6	210
evm.utg6092.7	301
evm.utg6092.8	126
evm.utg6092.9	323
evm.utg6092.10	337
evm.utg6092.11	222
evm.utg6092.12	228
evm.utg6092.13	171
evm.utg6092.14	85
evm.utg6092.15	570
evm.utg6092.16	398
evm.utg6092.17	192
evm.utg6092.18	106
evm.utg6092.19	113
evm.utg6092.20	973
evm.utg6092.21	396
evm.utg6092.22	315
evm.utg6092.23	317
evm.utg6092.24	89
evm.utg6092.25	145
evm.utg6092.26	142
evm.utg6092.27	158
evm.utg6092.28	1065
evm.utg6092.29	416
evm.utg6092.30	74
evm.utg6092.31	214
evm.utg6092.32	361
evm.utg6092.33	169
utg6092.evm.utg19079.2.mrna9	755
evm.utg6092.34	154
evm.utg6092.35	583
evm.utg6092.36	78
evm.utg6092.37	273
utg6092.evm.utg2274.9.mrna12	488
evm.utg6092.38	168
evm.utg6092.39	380
utg6092.equina_smart_107466.mrna7	79
evm.utg6092.40	207
evm.utg6092.41	381
evm.utg6092.42	351
evm.utg6092.43	202
evm.utg6117.1	162
evm.utg6117.2	208
evm.utg6117.3	559
evm.utg6117.4	2625
evm.utg6117.5	461
evm.utg6117.6	157
evm.utg6117.7	96
evm.utg6117.8	213
evm.utg6117.9	67
utg6117.evm.utg29258.5.mrna1	1255
evm.utg6117.10	233
evm.utg6117.11	388
evm.utg6117.12	266
evm.utg6117.13	293
evm.utg6117.14	295
evm.utg6117.15	191
evm.utg6123.1	118
evm.utg6123.2	129
evm.utg6123.3.3.5c22f2c4	1488
evm.utg6123.3	1507
evm.utg6123.3.1.5c22f2c4	1282
evm.utg6123.3.2.5c22f2c4	1521
evm.utg6123.4	105
evm.utg6123.5	1365
evm.utg6123.6	497
evm.utg6123.7	332
evm.utg6123.8	615
evm.utg6123.9.1.5c22f2c5	943
evm.utg6123.9	916
evm.utg6123.9.2.5c22f2c5	661
evm.utg6123.10	340
evm.utg6123.11	146
evm.utg6123.12	687
evm.utg6123.13	164
evm.utg6123.14	578
evm.utg6123.15	613
evm.utg6123.16	386
evm.utg6123.17	522
evm.utg6123.17.1.5c22f2c3	448
evm.utg6123.17.1.5c22f2c3.1.5c2796a7	354
evm.utg6123.18	4649
evm.utg6123.18.2.5c22f2c5	4372
evm.utg6123.18.1.5c22f2c5	4599
evm.utg6123.18.3.5c22f2c5	4621
evm.utg6123.19	82
evm.utg6123.20	572
evm.utg6123.21	261
evm.utg6123.22	566
evm.utg6123.23	160
evm.utg6123.24	327
evm.utg6123.24.1.5c22f2c6	260
evm.utg6123.25	216
evm.utg6123.26	218
evm.utg6123.27	1439
utg6123.equina_smart_371725.mrna1	287
evm.utg6123.28	125
evm.utg6123.29	896
evm.utg6123.30	135
evm.utg6123.31	96
evm.utg6147.1	993
evm.utg6147.2	689
evm.utg6147.3	333
evm.utg6147.4	471
evm.utg6155.1	173
evm.utg6155.2	249
evm.utg6155.3	93
evm.utg6155.4	165
evm.utg6155.5	326
evm.utg6155.6	142
evm.utg6155.7	1007
evm.utg6155.8	304
evm.utg6155.9	625
evm.utg6155.10	99
evm.utg6155.11	228
evm.utg6155.12	166
evm.utg6155.13	340
evm.utg6155.14	682
evm.utg6155.15	113
evm.utg6155.16	193
evm.utg6155.17	894
evm.utg6155.18	304
evm.utg6155.19	2158
evm.utg6155.20	87
evm.utg6155.21	650
evm.utg6161.2	866
evm.utg6161.3	123
evm.utg6161.4	103
evm.utg6161.5	627
evm.utg6161.6	151
evm.utg6161.7	141
evm.utg6161.8	145
evm.utg6161.9	1008
evm.utg6161.10	146
evm.utg6183.1	119
evm.utg6183.2	260
evm.utg6183.3	202
evm.utg6183.4	227
evm.utg6183.4.1.5c22f2cd	194
evm.utg6183.5	134
evm.utg6183.6	228
evm.utg6183.7	162
evm.utg6183.7.1.5c22f2cd	162
evm.utg6183.8	82
evm.utg6183.9	492
evm.utg6183.10.1.5c22f2d1	555
evm.utg6183.10	590
utg6183.equina_smart_457213.mrna1	44
evm.utg6183.11	225
evm.utg6183.12	475
evm.utg6183.13	101
evm.utg6183.14	382
evm.utg6183.15	169
evm.utg6183.17	258
evm.utg6183.18	112
evm.utg6183.19	217
evm.utg6183.20	526
evm.utg6183.21.2.5c22f2d1	754
evm.utg6183.21.1.5c22f2d1	836
evm.utg6183.21	836
evm.utg6183.22	375
evm.utg6183.23	261
evm.utg6183.24	523
evm.utg6183.25	295
evm.utg6183.26.1.5c22f2d2	91
evm.utg6183.26	86
evm.utg6183.27	75
evm.utg6183.28	158
evm.utg6183.29	105
evm.utg6183.29.1.5c22f2ce	82
evm.utg6183.30	74
evm.utg6183.31	290
evm.utg6183.31.1.5c22f2d2	305
evm.utg6183.32	444
evm.utg6183.33	235
evm.utg6183.34	411
evm.utg6183.34.1.5c22f2d2	328
evm.utg6183.35	376
evm.utg6183.36	413
evm.utg6183.37	130
evm.utg6183.38	494
evm.utg6183.39	628
evm.utg6183.39.1.5c22f2d2	485
utg6183.equina_smart_1816881.mrna1	55
evm.utg6183.40	224
evm.utg6183.41	688
evm.utg6183.42	147
evm.utg6183.43	629
evm.utg6183.44	570
evm.utg6183.45	927
evm.utg6183.45.1.5c22f2d3	849
evm.utg6183.46.1.5c22f2ce	484
evm.utg6183.46	456
evm.utg6183.46.2.5c22f2ce	332
evm.utg6183.47	199
evm.utg6183.48	411
evm.utg6183.49	304
evm.utg6183.50	184
evm.utg6220.1	964
evm.utg6220.2	2159
evm.utg6220.3	278
evm.utg6220.4	77
evm.utg6220.5	274
evm.utg6220.7	273
evm.utg6220.6	155
evm.utg6220.8	191
evm.utg6220.8.1.5c22f2e4	191
evm.utg6220.9	577
evm.utg6220.9.1.5c22f2e4	484
evm.utg6220.10	836
evm.utg6220.11	225
evm.utg6220.12	254
evm.utg6220.13	151
evm.utg6220.14	102
evm.utg6220.15	691
evm.utg6220.15.1.5c22f2e5	691
evm.utg6220.15.2.5c22f2e5	662
evm.utg6220.16	548
evm.utg6220.17	167
evm.utg6220.17.1.5c22f2e5	140
evm.utg6220.18	317
evm.utg6220.19	740
evm.utg6220.20	308
evm.utg6220.21	741
evm.utg6220.22	134
evm.utg6220.23	191
evm.utg6220.24	196
evm.utg6272.1	448
utg6272.evm.utg20678.5.mrna3	67
evm.utg6272.2	874
evm.utg6272.3	327
evm.utg6272.4	152
utg6272.equina_smart_909848.mrna1	107
evm.utg6272.5	103
evm.utg6272.6	265
evm.utg6272.7	1005
evm.utg6272.8	172
evm.utg6272.9	468
evm.utg6272.10	351
evm.utg6272.11	411
evm.utg6272.12	226
evm.utg6272.13	278
evm.utg6272.14	308
evm.utg6272.15	536
utg6272.equina_smart_498965.mrna1	59
evm.utg6272.16	607
evm.utg6272.17	3039
evm.utg6293.1	630
evm.utg6293.2	488
evm.utg6293.2.1.5c22f2ff	425
evm.utg6293.2.2.5c22f2ff	379
evm.utg6293.3	274
evm.utg6293.3.1.5c22f2f9	249
evm.utg6293.4	474
utg6293.equina_smart_1766710.mrna11	94
evm.utg6293.5	457
evm.utg6293.6	371
evm.utg6293.6.1.5c22f2f9	343
evm.utg6293.6.2.5c22f2f9	316
evm.utg6293.7	187
evm.utg6293.8	331
evm.utg6293.9	115
evm.utg6293.10	125
evm.utg6293.11	224
evm.utg6293.12	95
evm.utg6293.13	356
utg6293.equina_smart_1460542.mrna1	93
evm.utg6293.15.1.5c22f300	1737
evm.utg6293.15	1820
evm.utg6293.16	1331
evm.utg6293.17.1.5c22f300	1425
evm.utg6293.17.3.5c22f300	966
evm.utg6293.17	1375
evm.utg6293.17.4.5c22f300	1093
evm.utg6293.17.2.5c22f300	1235
utg6293.equina_smart_82908.mrna1	98
evm.utg6293.18	146
evm.utg6293.19	103
evm.utg6293.20	99
evm.utg6293.21	74
evm.utg6293.22	115
evm.utg6293.23	142
evm.utg6293.24	366
evm.utg6293.25	93
utg6293.evm.utg6293.25.mrna2	93
evm.utg6293.27	94
evm.utg6293.28	108
evm.utg6293.30	206
evm.utg6293.31	511
evm.utg6293.32	143
evm.utg6293.33	182
evm.utg6293.34	988
evm.utg6334.1	2835
evm.utg6334.2	503
evm.utg6334.3	497
evm.utg6334.4	2105
evm.utg6334.5	300
evm.utg6334.6	209
evm.utg6334.7	265
evm.utg6334.8	383
evm.utg6334.9	1246
evm.utg6334.10	147
evm.utg6334.11	373
evm.utg6334.12	288
evm.utg6334.13	625
evm.utg6334.14	397
evm.utg6334.15	184
evm.utg6334.16	228
evm.utg6334.17	602
evm.utg6334.18	117
evm.utg6334.19	312
evm.utg6334.20	101
evm.utg6334.21	219
evm.utg6334.22	248
evm.utg6334.23.1.5c22f2fb	348
evm.utg6334.23	381
evm.utg6334.24	181
evm.utg6334.25	71
utg6373.equina_smart_1460723.mrna1	457
evm.utg6373.1	208
evm.utg6373.2	372
evm.utg6373.3	329
evm.utg6373.4	271
evm.utg6373.5	317
utg6373.equina_smart_1658164.mrna2	89
evm.utg6373.6	92
evm.utg6373.7	80
evm.utg6373.9	111
evm.utg6373.10	95
evm.utg6373.11	131
evm.utg6373.12	344
evm.utg6373.13	356
evm.utg6373.14	399
evm.utg6373.15.1.5c22f303	1850
evm.utg6373.15	1087
evm.utg6373.15.2.5c22f303	1067
evm.utg6373.16	680
evm.utg6373.17	154
evm.utg6373.18	190
evm.utg6373.19	1115
evm.utg6373.20	1377
evm.utg6373.21	73
evm.utg6373.22	523
evm.utg6373.23	83
evm.utg6373.24	386
evm.utg6373.25	1421
evm.utg6373.26	211
evm.utg6373.27	366
evm.utg6373.28.1.5c22f304	94
evm.utg6373.28	94
evm.utg6373.29	94
evm.utg6379.1	1658
evm.utg6379.2	181
evm.utg6379.3	70
evm.utg6379.4	825
evm.utg6379.5	185
evm.utg6379.6	300
evm.utg6379.7	114
evm.utg6379.8	191
evm.utg6379.9	676
evm.utg6379.10	289
evm.utg6379.10.1.5c22f305	269
evm.utg6379.11	295
evm.utg6379.12	326
evm.utg6379.13	84
evm.utg6379.14	309
evm.utg6379.16	224
evm.utg6379.17	261
evm.utg6379.18	392
utg6379.equina_smart_1460804.mrna1	40
evm.utg6379.19	138
evm.utg6379.20	449
utg6379.equina_smart_214161.mrna3	487
utg6379.equina_smart_115983.mrna2	425
evm.utg6392.1	133
evm.utg6392.2	560
evm.utg6392.2.1.5c22f305	498
utg6392.equina_smart_1534165.mrna12	46
evm.utg6392.3	165
evm.utg6392.4	266
evm.utg6392.4.4.5c22f306	247
evm.utg6392.4.1.5c22f305	225
evm.utg6392.4.2.5c22f305	326
evm.utg6392.4.3.5c22f305	326
utg6392.evm.utg9867.4.mrna4	379
utg6392.equina_smart_1601404.mrna1	334
utg6392.equina_smart_1844014.mrna2	216
utg6392.equina_smart_1806492.mrna1	157
evm.utg6392.5	99
evm.utg6392.6	349
evm.utg6392.7	289
evm.utg6392.8	102
evm.utg6392.9	486
evm.utg6392.10	260
evm.utg6392.11	495
evm.utg6392.12	103
evm.utg6392.13	609
evm.utg6392.14	502
evm.utg6392.14.1.5c22f306	363
evm.utg6392.16	422
evm.utg6392.17	202
evm.utg6392.18	418
evm.utg6401.1	361
evm.utg6401.2	106
evm.utg6401.3	146
evm.utg6401.4	555
evm.utg6401.5	682
evm.utg6401.6	203
evm.utg6401.7	292
evm.utg6401.8	201
evm.utg6401.9	838
evm.utg6401.10	393
evm.utg6401.11	687
evm.utg6401.12	347
evm.utg6401.14	119
evm.utg6401.15	435
evm.utg6401.16	98
evm.utg6401.17	99
evm.utg6401.18	114
evm.utg6401.19	241
evm.utg6401.20	335
evm.utg6401.21	142
evm.utg6401.22	458
evm.utg6401.22.1.5c22f307	330
utg6401.equina_smart_1460874.mrna1	62
evm.utg6401.23	285
evm.utg6401.23.1.5c22f30b	260
evm.utg6401.24	197
evm.utg6401.25	84
evm.utg6401.26	155
evm.utg6401.27	290
evm.utg6401.28	147
evm.utg6401.29	188
evm.utg6401.30	897
evm.utg6401.31	291
evm.utg6401.32	107
evm.utg6401.33	112
evm.utg6401.34	322
evm.utg6401.35	66
evm.utg6401.36	160
evm.utg6401.37	125
evm.utg6401.38	281
evm.utg6401.39	204
evm.utg6401.40	94
evm.utg6401.41	317
evm.utg6401.42	463
evm.utg6401.42.1.5c22f30b	463
evm.utg6401.43	102
evm.utg6401.44	116
evm.utg6401.45	3176
evm.utg6401.45.1.5c22f308	3151
evm.utg6401.46	89
evm.utg6401.47	769
evm.utg6401.47.1.5c22f30c	769
evm.utg6401.47.2.5c22f30c	743
evm.utg6401.48	97
evm.utg6401.49	899
evm.utg6401.50	365
evm.utg6401.51	102
evm.utg6401.52	175
evm.utg6401.52.1.5c2796e2	175
utg6401.equina_smart_1460867.mrna1	45
evm.utg6401.53	1337
evm.utg6401.54	108
evm.utg6401.55	126
evm.utg6401.56	260
