# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-M" "-s" "0" "-T" "16" "-t" "exon" "-g" "gene_id" "-a" "equina_database/ref_index/genes.gtf" "-o" "featurecounts/A_Equina_Counts_unstranded.txt" "alignments/10.sorted.bam" "alignments/11.sorted.bam" "alignments/12.sorted.bam" "alignments/13.sorted.bam" "alignments/14.sorted.bam" "alignments/15.sorted.bam" "alignments/16.sorted.bam" "alignments/17.sorted.bam" "alignments/18.sorted.bam" "alignments/19.sorted.bam" "alignments/1.sorted.bam" "alignments/20.sorted.bam" "alignments/21.sorted.bam" "alignments/22.sorted.bam" "alignments/23.sorted.bam" "alignments/24.sorted.bam" "alignments/25.sorted.bam" "alignments/26.sorted.bam" "alignments/27.sorted.bam" "alignments/28.sorted.bam" "alignments/2.sorted.bam" "alignments/30.sorted.bam" "alignments/31.sorted.bam" "alignments/34.sorted.bam" "alignments/36.sorted.bam" "alignments/4.sorted.bam" "alignments/50.sorted.bam" "alignments/5.sorted.bam" "alignments/6.sorted.bam" "alignments/7.sorted.bam" "alignments/8.sorted.bam" "alignments/9.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/10.sorted.bam	alignments/11.sorted.bam	alignments/12.sorted.bam	alignments/13.sorted.bam	alignments/14.sorted.bam	alignments/15.sorted.bam	alignments/16.sorted.bam	alignments/17.sorted.bam	alignments/18.sorted.bam	alignments/19.sorted.bam	alignments/1.sorted.bam	alignments/20.sorted.bam	alignments/21.sorted.bam	alignments/22.sorted.bam	alignments/23.sorted.bam	alignments/24.sorted.bam	alignments/25.sorted.bam	alignments/26.sorted.bam	alignments/27.sorted.bam	alignments/28.sorted.bam	alignments/2.sorted.bam	alignments/30.sorted.bam	alignments/31.sorted.bam	alignments/34.sorted.bam	alignments/36.sorted.bam	alignments/4.sorted.bam	alignments/50.sorted.bam	alignments/5.sorted.bam	alignments/6.sorted.bam	alignments/7.sorted.bam	alignments/8.sorted.bam	alignments/9.sorted.bam
tRNAscan-SE.tRNA.utg3761.Ser(AGA).5	utg3761	59148	59219	+	72	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
evm.TU.utg3761.9	utg3761;utg3761;utg3761;utg3761;utg3761	61601;62980;63768;64519;65300	62157;63039;63953;64713;65498	-;-;-;-;-	1197	119	196	71	56	135	117	119	78	174	116	67	82	72	92	141	189	104	127	328	72	116	57	52	68	58	56	38	140	111	130	104	116
evm.TU.utg3761.10	utg3761;utg3761	68852;69482	68885;70392	+;+	945	19	7	54	0	31	18	9	17	5	20	16	0	14	28	11	37	61	151	2	238	26	358	2	0	13	28	17	2	8	31	11	6
evm.TU.utg3761.11	utg3761;utg3761	70404;72208	72119;72630	+;+	2139	19	3	51	0	279	42	8	14	17	3	6	43	25	24	19	66	670	114	8	267	772	909	4	0	156	25	85	14	0	55	10	36
evm.TU.utg3761.12	utg3761;utg3761;utg3761	72706;73733;75245	73087;73774;75258	+;+;+	438	129	64	122	0	251	32	37	124	6	46	120	12	1	89	10	38	274	55	70	134	534	268	2	37	108	161	60	14	43	41	238	239
evm.TU.utg3761.13	utg3761;utg3761;utg3761;utg3761	75286;76757;77774;78252	75382;76951;77959;78328	+;+;+;+	555	1476	447	1247	9	402	359	667	1245	55	680	903	55	50	1120	114	466	213	363	561	226	753	232	12	527	339	1435	306	130	346	346	2421	2008
evm.TU.utg3761.14	utg3761	78398	78733	-	336	8	0	3	1	17	5	0	5	0	3	0	2	0	4	1	4	0	6	0	0	2	2	0	0	0	17	1	0	6	4	6	0
evm.TU.utg3761.15	utg3761	79509	80380	+	872	2421	720	1585	20	736	555	1645	2082	57	1079	1092	99	46	2024	126	625	317	479	631	263	1143	278	17	979	403	2520	455	210	321	415	4989	4554
evm.TU.utg3761.16	utg3761;utg3761;utg3761;utg3761	81970;84474;86127;87302	82103;84548;86169;87307	+;+;+;+	258	15	4	51	4	13	20	5	15	31	2	0	6	4	16	9	32	24	33	11	21	96	10	8	8	76	129	79	140	0	23	3	28
evm.TU.utg3761.17	utg3761;utg3761;utg3761;utg3761;utg3761;utg3761;utg3761	87583;90650;92727;94947;95444;96915;97953	89665;90877;94318;95150;96557;97244;98230	+;+;+;+;+;+;+	5829	922	527	9544	303	902	1202	265	2054	3711	674	92	488	584	2263	1356	3227	1262	4165	1732	1670	7171	540	442	31	5270	7651	5489	7174	78	2148	116	58
tRNAscan-SE.tRNA.utg3761.Ala(GGC).1	utg3761	92270	92342	-	73	3	0	8	2	6	9	0	1	0	1	0	2	0	6	0	0	2	3	0	0	0	1	0	0	3	14	7	2	0	7	8	5
evm.TU.utg3761.18	utg3761;utg3761	101402;102256	101471;102764	+;+	579	0	5	6	0	1	1	1	2	2	3	0	5	0	8	0	1	1	0	0	12	0	0	4	0	0	3	2	4	0	4	1	0
utg3761.evm.utg4157.1.path2	utg3761;utg3761;utg3761	108428;112361;112672	108448;112578;112747	+;+;+	315	0	1	11	5	8	16	0	9	20	1	0	2	9	5	13	13	11	4	0	3	7	8	15	7	2	8	2	15	4	29	0	0
evm.TU.utg3761.19	utg3761	113028	113252	-	225	2	0	5	0	0	0	0	4	10	0	0	0	0	4	0	9	2	5	0	7	0	0	2	9	0	1	14	9	0	4	0	0
evm.TU.utg3761.20	utg3761	114188	115582	+	1395	4	8	62	14	6	17	22	73	17	12	0	10	18	41	16	60	22	27	0	33	52	16	14	8	2	47	24	107	6	42	2	3
tRNAscan-SE.tRNA.utg3761.Ser(AGA).6	utg3761	134432	134503	-	72	28	3	30	106	33	12	12	18	10	9	4	42	18	24	18	25	9	26	9	17	53	15	102	29	4	9	5	10	5	16	32	20
tRNAscan-SE.tRNA.utg3761.Ser(AGA).7	utg3761	134693	134764	-	72	1	1	7	5	6	3	5	4	3	3	0	5	1	12	2	6	4	14	3	6	3	8	3	3	3	10	9	2	4	7	6	2
evm.TU.utg3761.21	utg3761;utg3761;utg3761	137986;138716;139593	138656;139332;139855	+;+;+	1551	20	93	198	287	8	4	4	52	48	13	120	114	217	130	117	20	28	78	40	19	518	9	21	134	77	202	74	161	91	66	121	0
evm.TU.utg3761.22	utg3761;utg3761;utg3761;utg3761;utg3761	140151;142401;142921;145714;146750	141815;142607;144109;146043;147062	+;+;+;+;+	3704	204	172	754	776	26	55	12	125	587	46	558	344	1223	538	650	184	230	316	337	24	1142	13	104	182	51	308	52	1045	514	43	343	23
tRNAscan-SE.tRNA.utg3761.Ser(AGA).8	utg3761	147297	147368	-	72	3	4	12	0	8	10	5	3	7	6	1	2	7	11	4	17	9	15	6	12	6	11	3	4	3	5	10	7	3	17	7	10
evm.TU.utg3761.23	utg3761	150063	151166	-	1104	13	2	15	4	11	12	6	8	0	8	0	0	0	0	3	2	3	4	0	18	3	5	0	0	4	2	25	0	0	6	0	0
evm.TU.utg3761.24	utg3761;utg3761	151248;151519	151269;151871	+;+	375	0	2	7	23	34	7	23	9	1	14	4	29	22	22	5	4	10	7	20	15	8	33	15	11	15	4	23	16	4	10	5	60
evm.TU.utg3761.25	utg3761;utg3761	152535;152699	152610;152868	-;-	246	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	5	0	0
tRNAscan-SE.tRNA.utg3761.Cys(ACA).1	utg3761	157339	157413	-	75	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
evm.TU.utg3761.26	utg3761	163147	164541	+	1395	0	0	17	0	6	6	0	23	2	4	0	0	0	8	2	5	6	0	0	16	21	4	0	0	2	13	9	3	0	13	0	3
evm.TU.utg3761.27	utg3761;utg3761;utg3761;utg3761	165918;166333;166492;167145	166114;166404;166563;168531	+;+;+;+	1728	4	12	11	29	0	13	5	27	74	0	6	12	38	26	81	20	11	21	0	3	62	0	16	2	0	17	0	35	9	17	2	0
evm.TU.utg3761.28	utg3761;utg3761;utg3761	171267;173130;174249	171339;173549;174838	+;+;+	1083	145	44	156	29	45	209	180	208	82	122	145	41	82	99	61	138	133	80	143	205	298	209	10	35	381	230	317	71	147	186	260	236
evm.TU.utg3761.29	utg3761	175444	176766	-	1323	68	215	80	64	88	115	37	104	133	154	151	86	125	78	151	120	144	155	131	83	415	131	82	70	133	63	87	154	150	177	115	40
evm.TU.utg3761.30	utg3761;utg3761	176780;177630	177397;177752	-;-	741	2	8	22	26	11	2	19	16	5	11	1	7	4	12	4	4	9	2	8	6	7	37	10	3	102	7	11	11	1	11	15	14
evm.TU.utg3761.31	utg3761	180240	180614	+	375	312	394	103	10	2212	54	1686	291	108	52	240	10	273	407	364	93	616	177	66	461	7691	721	0	13	194	210	454	134	20	75	414	2433
evm.TU.utg3761.32	utg3761	187104	187805	+	702	6	0	0	33	35	2	76	0	0	0	199	5	0	0	4	0	24	0	0	0	0	0	44	0	68	0	19	4	7	2	0	27
evm.TU.utg3761.33	utg3761;utg3761;utg3761;utg3761;utg3761	188338;188373;192073;197874;197874	191352;192578;192578;198003;197984	-;-;-;-;-	4371	858	288	876	361	1626	323	2309	900	119	311	8779	48	302	941	77	368	767	716	196	314	252	584	679	467	3098	490	2458	278	443	294	776	2105
evm.TU.utg3777.1	utg3777;utg3777;utg3777	13441;14609;15617	13684;14804;16427	+;+;+	1251	2003	705	2491	889	1853	2907	1931	1770	1764	6507	1367	1839	332	2111	1158	4074	4858	2982	5653	2053	4981	3204	1460	638	2536	1931	1252	433	1382	3387	2556	2551
evm.TU.utg3777.2	utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777	16862;16862;16862;16990;16990;16990;17127;17127;17127;17700;17700;17700;18375;18375;18375;18507;18507;18507;19303;19303;19303;19434;19434;19434;19859;19859;19859;21234;21234;21509;21509;22385;22485;22800;22981	16892;16892;16892;17041;17041;17041;17241;17241;17241;17798;17798;17798;18440;18440;18440;18595;18595;18595;19347;19347;19347;19490;19490;19490;20403;20403;20440;21424;21424;21594;21594;22457;22565;22868;23589	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2245	122	104	178	143	498	335	244	283	605	195	92	207	847	321	723	251	297	798	88	290	684	312	123	53	261	247	239	110	130	318	176	97
evm.TU.utg3777.3	utg3777	23539	24689	-	1151	69	46	66	41	46	16	13	40	70	26	59	43	56	54	45	44	37	38	35	33	54	10	31	8	66	83	111	32	16	44	69	65
evm.TU.utg3777.4	utg3777;utg3777	25833;29698	28982;30997	-;-	4450	3367	968	3258	726	1146	1172	1667	2819	795	894	1951	782	1785	2472	1095	859	1633	828	1150	1054	2873	1859	432	587	1496	4087	1742	1210	1341	1474	3449	733
evm.TU.utg3777.5	utg3777	35085	36431	-	1347	927	4	1163	62	268	654	53	611	92	576	67	96	80	279	161	513	250	893	29	887	243	696	59	2	107	1332	118	86	49	1492	242	20
evm.TU.utg3777.6	utg3777	51441	51779	+	339	0	0	13	1	0	1	8	3	0	2	1	6	0	5	6	1	0	2	0	5	0	1	12	0	1	10	0	2	0	7	2	0
evm.TU.utg3777.7	utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777;utg3777	60445;61587;62357;63232;64194;64552;65626;65863;66678;67200	61273;61702;62518;63378;64322;64656;65688;66010;66726;67257	-;-;-;-;-;-;-;-;-;-	1806	2543	1033	2223	1102	1222	2510	1496	2418	1820	1523	1410	1137	1548	1154	1353	2149	1788	2949	1112	2033	2208	2814	2064	711	2575	2980	2075	774	1015	2891	1739	811
evm.TU.utg3787.1	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	3587;3602;3604;4554;4554;4907;5956;9113;9959;9959;10457;10457;10457;11070;11070;11070	3888;3888;3888;4619;4619;5188;7025;9439;10024;10024;10741;10741;10741;11771;11312;11312	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3100	7011	5127	4603	10411	6122	2345	13016	4797	1163	3476	12690	3549	1559	2666	1681	2155	1411	3669	6114	1701	12913	3032	4252	5975	8599	3970	7800	2063	5929	1929	13423	15755
evm.TU.utg3787.2	utg3787;utg3787;utg3787	12269;14969;15199	12487;15034;15945	+;+;+	1032	516	558	432	210	916	249	709	559	164	372	959	245	199	872	326	342	262	519	866	357	1735	667	295	1169	723	778	824	308	600	267	883	1942
evm.TU.utg3787.3	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	16229;16860;17934;20726;22059;22468	16312;17092;18033;20791;22124;23151	+;+;+;+;+;+	1233	1059	1127	528	372	1151	579	787	945	435	888	1652	484	513	918	729	475	375	953	1960	621	1370	1424	1381	1805	1518	794	1068	556	1258	612	1395	1920
evm.TU.utg3787.4	utg3787;utg3787	23212;23916	23518;24134	+;+	526	62	157	75	99	60	22	4	79	58	18	243	61	54	79	70	11	27	31	364	36	58	77	30	310	18	56	18	70	221	11	91	115
evm.TU.utg3787.5	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	27790;27790;27790;30091;30091;30091;34386;34386;34386;35206;35206;35206;35423;35495	28094;28094;28094;30156;30156;30156;34658;34658;34658;35422;35350;35669;35669;35703	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1142	1278	398	1637	556	172	318	125	907	74	809	801	205	169	1245	80	235	307	121	1187	188	371	732	112	772	136	1083	1143	179	793	329	1973	369
evm.TU.utg3787.6	utg3787;utg3787;utg3787;utg3787	39762;42242;42775;43621	40071;42313;43050;43908	+;+;+;+	946	371	225	102	120	673	864	125	613	153	1251	443	115	51	206	230	361	189	957	628	747	703	822	73	25	227	521	46	192	177	735	32	17
evm.TU.utg3787.7	utg3787;utg3787;utg3787;utg3787;utg3787	47447;47447;47777;47777;48589	47718;47718;48406;49491;48879	-;-;-;-;-	1987	4	2	6	0	6	5	0	6	13	3	2	5	15	10	28	10	6	5	2	4	8	0	2	1	13	6	17	8	4	5	0	0
evm.TU.utg3787.8	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	50952;50952;52843;52843;53389;53389;54347	51212;51212;52908;52908;54139;53712;54606	+;+;+;+;+;+;+	1338	114	95	260	135	59	301	103	470	149	90	19	80	61	168	42	178	215	240	40	175	113	153	176	11	191	489	240	207	45	340	33	19
evm.TU.utg3787.9	utg3787;utg3787;utg3787	55414;58443;58779	55470;58607;58988	+;+;+	432	34	11	62	131	90	51	47	117	37	38	2	47	41	25	45	48	53	115	6	81	94	42	161	0	66	79	45	48	20	62	3	5
evm.TU.utg3787.10	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	62442;63634;64796;65165;65363;65662;66157	62654;63838;64864;65233;65587;65844;66537	+;+;+;+;+;+;+	1345	323	158	416	92	134	314	74	341	56	235	40	56	58	333	67	257	478	357	127	300	312	157	35	38	268	404	199	181	125	394	222	117
evm.TU.utg3787.11	utg3787	67352	68069	-	718	18	3	83	0	41	49	4	71	20	14	0	0	6	40	10	50	61	48	9	47	56	18	0	0	35	63	60	13	8	36	33	17
evm.TU.utg3787.12	utg3787	68211	68462	+	252	19	0	27	0	30	34	16	72	0	4	0	4	0	38	0	36	38	37	0	8	40	5	0	0	29	42	53	0	0	25	51	13
evm.TU.utg3787.13	utg3787;utg3787;utg3787;utg3787	69416;70093;71855;72613	69595;70152;72010;72702	+;+;+;+	486	43	9	30	8	17	32	34	17	10	12	1	11	4	31	3	14	39	34	23	29	55	74	4	16	48	23	39	4	51	22	28	64
evm.TU.utg3787.14	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	74936;74992;75503;75503;78550;78550;79452;79452;79957	75254;75254;75562;75562;78780;78780;79610;80036;80036	+;+;+;+;+;+;+;+;+	1195	1274	568	2733	1152	562	1334	560	1526	3127	1792	581	616	951	878	529	1872	1904	2020	2521	3538	2199	3633	1775	209	4304	2989	1932	3374	1955	4434	965	628
evm.TU.utg3787.15	utg3787	82640	84607	-	1968	148	193	202	6	1693	40	876	171	77	82	47	14	42	524	45	105	69	91	132	50	185	69	9	220	165	110	507	312	220	66	311	3323
evm.TU.utg3787.16	utg3787;utg3787;utg3787	84676;85752;86747	85561;85889;87022	-;-;-	1300	359	289	696	61	572	185	554	205	221	210	176	49	173	484	150	413	435	270	442	229	315	418	47	274	450	241	692	399	722	191	427	434
evm.TU.utg3787.17	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	92820;93301;94570;102843;103467;103507;104402;105135;105135;105465;105600;105600;106699;106699;106699;107081;107081;107081;107508;107508;107508;107857;107857;107857;108431;108431;108431;108673;108673;108673;109431;109431;109431;110043;110043;110043;110719;110719;110719;111323;111323;111323;111641;111641;111641;112441;112441;112441;113247;113247;113247;113748;113748;113748;114289;114289;114289;114801;114801;114801;115492;115492;115492;116091;116091;116091;116728;116728;116728;116966;116966;116966;117459;117459;117459;118542;118542;118542;119235;119235;119235;120145;120145;120145;120368;120368;120368;121184;121184;121184;121790;121790;121790;122564;122564;122564;123150;123150;123150;124583;124583	93195;93373;94582;102903;103559;104493;104493;105223;105223;105687;105687;105687;106833;106833;106833;107193;107193;107193;107553;107553;107553;107931;107931;107931;108583;108583;108583;108864;108864;108864;109565;109565;109565;110182;110182;110182;110906;110906;110906;111379;111379;111379;111887;111887;111887;112595;112595;112595;113338;113338;113338;113879;113879;113879;114328;114328;114328;115090;115090;115090;115649;115649;115649;116384;116384;116384;116810;116810;116810;117098;117098;117098;117514;117514;117514;118657;118657;118657;119330;119330;119330;120261;120261;120261;120421;120421;120421;121336;121336;121336;121870;121870;121870;122635;122635;122635;124131;125379;124131;125379;125379	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7695	1374	891	2044	688	1579	2375	1203	1587	1670	1685	572	532	1149	1615	1684	2214	2183	2568	1463	2998	1961	3977	1303	655	3303	2091	3360	1546	826	1645	1076	1840
evm.TU.utg3787.18	utg3787	129455	130686	-	1232	165	173	182	47	68	85	79	138	34	55	213	45	26	178	38	79	75	136	211	128	139	156	20	109	148	145	148	32	234	63	234	217
evm.TU.utg3787.19	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	132870;133012;133706;134207;135089;135733;136451;136928;137163;137613;137847;138587	132890;133080;133791;134253;135205;135834;136511;137006;137265;137677;137896;138671	+;+;+;+;+;+;+;+;+;+;+;+	885	565	583	515	530	829	815	778	907	315	765	445	437	289	609	516	572	743	655	899	1013	1569	741	853	290	802	719	787	656	216	634	755	612
tRNAscan-SE.tRNA.utg3787.Pseudo(CAC).1	utg3787	134095	134167	-	73	1	0	0	7	0	5	0	2	0	2	0	0	0	0	0	1	5	0	0	11	0	5	1	0	1	0	0	0	0	9	0	8
evm.TU.utg3787.20	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	139593;140068;141735;141735;141946;141946;142772;142772;143571;144322;145528	141429;141429;141845;141845;142056;142056;143516;142885;143681;144429;145823	+;+;+;+;+;+;+;+;+;+;+	3319	491	213	443	618	544	925	365	516	250	719	272	501	293	653	337	556	844	580	478	415	693	395	756	213	351	534	502	406	172	556	552	224
evm.TU.utg3787.21	utg3787;utg3787;utg3787;utg3787	149176;150616;151597;152110	149520;150730;151706;152475	+;+;+;+	936	5	1	6	24	10	4	7	0	12	12	4	16	9	23	36	2	13	1	2	10	59	3	26	4	14	3	15	19	0	23	0	0
evm.TU.utg3787.22	utg3787;utg3787;utg3787;utg3787	156685;157291;158303;158957	156827;157341;158547;159183	-;-;-;-	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg3787.23	utg3787	159607	159897	+	291	0	0	0	0	4	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg3787.24	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	160258;160912;161288;165615;165810;166698;167245;168300;172772;173763;174258;175047;175580;176576;177401;178249;178820;179466;179915;181532;181812;182801;183741;184273;184794;185554;187489;189597;190089;191593;192511;193672;195808	160486;161020;161749;165653;166063;166812;167486;168405;173019;173874;174493;175152;175818;176681;177660;178354;179055;179571;180153;181637;182071;182906;183970;184384;185147;185789;187591;189806;190565;192048;192978;194139;195874	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7203	0	2	2	213	2	0	8	0	24	4	0	184	0	12	0	6	1	1	4	3	12	2	90	109	2	0	5	1	6	0	4	0
tRNAscan-SE.tRNA.utg3787.Cys(ACA).1	utg3787	175351	175425	-	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg3787.25	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	197172;197628;197930;198357;198891;199184;199720;200432;200768;201019;201519;202632;203249;203907;204357;204932;205581	197327;197720;198007;198506;199046;199311;199820;200472;200801;201116;201627;202711;203346;204015;204525;204973;205812	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1874	348	449	282	601	311	150	694	382	279	193	461	157	702	284	360	211	286	226	246	238	1008	225	139	512	281	251	703	245	264	171	436	825
evm.TU.utg3787.27	utg3787;utg3787;utg3787;utg3787	205619;207024;207528;208031	205656;207198;207671;208381	+;+;+;+	708	26977	59940	3132	39767	17623	5415	126322	13000	5343	32961	48741	8020	97516	21899	78275	11679	1391	4993	84685	3908	102650	7776	3158	37963	9074	21318	22370	17006	36414	2275	156491	335789
evm.TU.utg3787.26	utg3787	206259	206546	+	288	22	1	12	1	28	1	23	7	0	2	4	2	2	36	9	5	5	9	1	2	21	8	4	6	9	13	7	2	1	2	19	23
evm.TU.utg3787.28	utg3787;utg3787;utg3787	209901;210119;211753	210040;210262;212215	+;+;+	747	7876	7029	730	13921	2748	1415	52635	2745	521	11966	34875	2929	16763	7880	15093	4396	246	987	4778	853	27871	1711	412	10293	2605	4576	8334	1235	3021	596	69329	125625
evm.TU.utg3787.29	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	213910;213910;214948;214948;216024;216024;216747;216747;217720;217720;219075;219075;220032;220032;224160;224160;224786;228569	214327;214327;215176;215176;216160;216160;216842;216842;217911;217911;219341;219341;220240;220240;224328;224328;225137;228824	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2325	143	164	144	73	47	547	35	360	159	212	201	82	154	246	34	122	179	258	642	642	133	305	82	124	919	463	527	195	727	150	162	73
evm.TU.utg3787.30	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	229692;230419;232278;233074;233295;234077;234467;234691;235066	230274;230473;232342;233112;233333;234167;234543;234744;235178	-;-;-;-;-;-;-;-;-	1116	209	158	162	401	255	124	200	207	58	191	233	88	240	133	87	98	151	204	75	111	350	109	87	89	188	151	422	33	96	96	180	191
evm.TU.utg3787.31	utg3787;utg3787	238301;240296	238368;240539	-;-	312	0	2	2	0	0	2	0	0	0	4	0	0	2	10	0	0	2	0	2	4	0	0	0	0	6	0	5	0	0	2	4	0
evm.TU.utg3787.32	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	241370;242835;243215;243785;243785;244129;244129;244853;244853;245584;245584;246208;246208;246974;246974;248158;248158	242787;243313;243313;243820;243820;244168;244168;244916;244916;245698;245698;246274;246274;247109;247109;248362;248362	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2560	806	1139	751	339	962	527	1459	1012	814	358	566	431	939	1071	650	519	700	728	638	531	1324	608	471	703	766	985	732	749	459	448	1214	1347
evm.TU.utg3787.33	utg3787;utg3787;utg3787;utg3787;utg3787	257426;258282;258973;259488;262340	257722;258492;259251;259861;262573	-;-;-;-;-	1395	0	0	4	0	0	0	0	0	0	0	0	6	0	0	6	2	14	0	12	3	24	0	0	0	10	0	0	10	0	4	0	0
evm.TU.utg3787.34	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	265403;265403;267750;267750;269253;269253;269622;269622;271078;271078;271546;271546;272740;273533	265630;265630;267780;267780;269450;269450;269692;269692;271223;271223;271696;271968;272847;273698	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1371	3439	1907	3671	784	3106	1813	2499	2315	1210	2140	339	1631	830	2820	1130	3766	2604	1911	2614	1092	4115	1313	596	3167	1683	3206	3250	1032	1155	1905	5478	5595
evm.TU.utg3787.35	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	274315;274315;274496;275460;275460;276369;276369;276722;276722;277018;277018	274610;274414;274610;275753;275753;276498;276498;276909;276909;277639;277639	+;+;+;+;+;+;+;+;+;+;+	1530	637	40	208	304	304	251	251	525	5	352	297	204	39	711	78	353	301	139	60	78	1284	153	130	871	425	527	1137	14	89	200	4440	7841
evm.TU.utg3787.36	utg3787;utg3787;utg3787;utg3787;utg3787;utg3787	278283;279235;279594;279933;280151;280539	278553;279318;279800;280062;280341;280990	+;+;+;+;+;+	1335	11018	1083	6628	1798	3133	3774	2834	5112	217	4976	2222	1414	283	7352	242	4173	1047	1281	3451	1004	6424	1683	447	5702	2697	5342	2715	439	1449	1356	17920	11199
