# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-M" "-s" "2" "-T" "16" "-t" "exon" "-g" "gene_id" "-a" "equina_database/ref_index/genes.gtf" "-o" "featurecounts/A_Equina_Counts_stranded.txt" "alignments/10.sorted.bam" "alignments/11.sorted.bam" "alignments/12.sorted.bam" "alignments/13.sorted.bam" "alignments/14.sorted.bam" "alignments/15.sorted.bam" "alignments/16.sorted.bam" "alignments/17.sorted.bam" "alignments/18.sorted.bam" "alignments/19.sorted.bam" "alignments/1.sorted.bam" "alignments/20.sorted.bam" "alignments/21.sorted.bam" "alignments/22.sorted.bam" "alignments/23.sorted.bam" "alignments/24.sorted.bam" "alignments/25.sorted.bam" "alignments/26.sorted.bam" "alignments/27.sorted.bam" "alignments/28.sorted.bam" "alignments/2.sorted.bam" "alignments/30.sorted.bam" "alignments/31.sorted.bam" "alignments/34.sorted.bam" "alignments/36.sorted.bam" "alignments/4.sorted.bam" "alignments/50.sorted.bam" "alignments/5.sorted.bam" "alignments/6.sorted.bam" "alignments/7.sorted.bam" "alignments/8.sorted.bam" "alignments/9.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/10.sorted.bam	alignments/11.sorted.bam	alignments/12.sorted.bam	alignments/13.sorted.bam	alignments/14.sorted.bam	alignments/15.sorted.bam	alignments/16.sorted.bam	alignments/17.sorted.bam	alignments/18.sorted.bam	alignments/19.sorted.bam	alignments/1.sorted.bam	alignments/20.sorted.bam	alignments/21.sorted.bam	alignments/22.sorted.bam	alignments/23.sorted.bam	alignments/24.sorted.bam	alignments/25.sorted.bam	alignments/26.sorted.bam	alignments/27.sorted.bam	alignments/28.sorted.bam	alignments/2.sorted.bam	alignments/30.sorted.bam	alignments/31.sorted.bam	alignments/34.sorted.bam	alignments/36.sorted.bam	alignments/4.sorted.bam	alignments/50.sorted.bam	alignments/5.sorted.bam	alignments/6.sorted.bam	alignments/7.sorted.bam	alignments/8.sorted.bam	alignments/9.sorted.bam
utg40512.equina_smart_1478901utrorf.path1	utg40512;utg40512	111838;112492	112177;112841	+;+	690	2	0	3	2	0	2	0	5	0	6	27	2	1	7	0	1	0	9	2	0	1	0	0	0	0	25	17	15	3	2	0	0
evm.TU.utg40621.1	utg40621;utg40621;utg40621;utg40621;utg40621;utg40621;utg40621;utg40621;utg40621;utg40621;utg40621	1967;3127;3695;4449;5745;6946;7597;8706;9536;10169;11037	2032;3246;3779;4561;5851;7017;7685;8748;9662;10278;11509	+;+;+;+;+;+;+;+;+;+;+	1405	83	148	156	214	93	126	82	100	347	99	194	136	266	46	201	103	205	161	293	153	7	122	284	107	218	175	195	152	208	194	66	42
evm.TU.utg40621.2	utg40621	16266	16541	-	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	8	0	36	0	4	2
evm.TU.utg40724.1	utg40724;utg40724	6585;7223	6682;7727	+;+	603	66	124	133	85	4	42	26	109	64	18	39	79	31	102	36	42	28	49	64	44	0	35	259	372	8	132	8	110	21	29	47	0
evm.TU.utg40724.2	utg40724;utg40724	9185;9813	9693;10122	-;-	819	43	65	55	2	1	31	19	55	0	9	82	0	15	51	2	13	39	6	74	30	0	30	6	21	0	52	3	34	53	24	92	24
evm.TU.utg40724.3	utg40724;utg40724;utg40724;utg40724;utg40724;utg40724;utg40724	19263;20727;21171;22164;22773;29507;31093	19409;21058;21344;22242;23035;29600;33747	-;-;-;-;-;-;-	3744	49	270	119	139	51	40	63	70	194	27	97	38	308	145	124	72	16	108	313	91	41	54	170	160	25	77	52	283	198	62	119	52
evm.TU.utg40724.4	utg40724;utg40724;utg40724;utg40724;utg40724	38120;41200;41635;45966;47112	38266;41534;41808;46364;47157	-;-;-;-;-	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	3	0	4	0	0	0	0	0	0	0	0	0	0
evm.TU.utg40724.5	utg40724;utg40724;utg40724	54957;55387;56526	55265;55496;56727	-;-;-	621	20	184	19	59	7	2	24	17	49	6	30	155	108	28	46	12	36	0	86	34	0	44	116	53	15	15	9	121	33	10	9	42
evm.TU.utg40724.6	utg40724;utg40724;utg40724	58754;60054;60600	59275;60293;60662	-;-;-	825	22	157	13	119	10	7	12	35	23	0	62	190	71	56	17	5	59	4	82	50	0	37	170	140	8	56	17	119	14	0	13	17
evm.TU.utg40724.7	utg40724	61719	62324	+	606	8	26	11	59	0	0	0	10	10	0	129	95	39	2	13	4	47	0	48	54	0	104	86	20	14	8	26	70	14	4	0	2
evm.TU.utg40724.8	utg40724;utg40724;utg40724	66046;66497;66783	66395;66670;66861	-;-;-	603	6	10	31	9	2	4	0	35	16	1	12	2	4	59	16	15	11	11	0	42	0	14	4	0	10	21	18	15	0	2	0	0
evm.TU.utg40828.1	utg40828	4180	5196	+	1017	15	0	15	0	16	9	2	27	2	7	0	0	0	11	1	0	18	6	0	20	11	12	2	0	2	18	18	2	0	28	0	1
evm.TU.utg40828.2	utg40828;utg40828;utg40828;utg40828	9083;11843;12724;13686	10108;12093;13146;14219	-;-;-;-	2234	147	39	393	31	120	96	42	196	54	46	54	20	38	102	33	127	77	173	100	27	126	34	55	16	147	305	158	47	32	201	272	33
evm.TU.utg40828.3	utg40828	15387	15689	+	303	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2
evm.TU.utg40828.6	utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828	19555;21524;21633;22123;22123;22942;22942;23936;23936	20195;21871;21871;22524;22524;23334;23334;24380;24380	-;-;-;-;-;-;-;-;-	2229	34	49	123	49	4	76	3	52	163	59	169	38	74	34	64	158	47	145	136	34	8	56	168	42	113	227	189	203	52	93	46	6
evm.TU.utg40828.7	utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828;utg40828	27769;30925;31604;33157;34164;48410;53456;55285;79440;80273;80855;83584;84041;84830;86700	28374;31175;31993;33510;34538;48505;54106;55368;79520;80528;80970;83793;84748;85010;86733	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4393	116	286	296	146	171	221	26	127	799	87	454	289	356	45	474	77	442	120	1023	654	51	700	365	130	1512	401	1611	1444	330	263	55	106
utg40828.equina_smart_1497833.path1	utg40828;utg40828	38010;48410	38530;48497	-;-	609	12	142	2	4	221	5	11	2	306	5	104	169	237	3	756	7	224	3	86	299	0	192	1	40	138	5	84	300	74	0	12	21
utg40828.equina_smart_1478931utrorf.path1	utg40828;utg40828;utg40828;utg40828	57413;58578;58718;59857	57447;58595;58741;60847	-;-;-;-	1068	0	129	0	0	38	0	0	0	337	1	94	16	130	0	258	0	252	0	234	247	3	332	4	2	409	0	551	610	72	0	0	18
tRNAscan-SE.tRNA.utg40828.Pseudo(CGC).1	utg40828	63042	63114	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg41344.1	utg41344;utg41344;utg41344;utg41344;utg41344;utg41344	6738;7841;8223;8496;9287;9600	7253;8004;8280;8741;9366;9669	-;-;-;-;-;-	1134	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
evm.TU.utg41344.2	utg41344;utg41344;utg41344	10149;10762;11261	10372;11006;11292	+;+;+	501	32	44	18	11	4	8	10	19	13	12	19	4	45	39	24	10	7	14	66	9	0	10	10	32	10	21	1	26	26	6	55	5
utg41344.evm.utg32859.3.path8	utg41344;utg41344	10972;11261	11006;11426	+;+	201	0	8	0	4	0	0	8	0	0	2	0	0	8	1	5	2	0	6	12	4	0	0	7	2	0	1	0	0	14	0	0	2
evm.TU.utg41344.3	utg41344;utg41344;utg41344;utg41344;utg41344;utg41344;utg41344;utg41344	11670;12080;12308;12683;13463;13871;14362;14537	11845;12235;12456;12854;13577;13890;14414;14628	-;-;-;-;-;-;-;-	933	35	15	111	313	9	48	112	65	90	40	97	14	163	162	321	82	383	84	72	209	19	142	353	14	3	106	27	65	463	53	67	6
evm.TU.utg41344.4	utg41344;utg41344;utg41344;utg41344;utg41344;utg41344;utg41344;utg41344;utg41344;utg41344;utg41344;utg41344	14664;14894;15332;16167;16344;16982;17628;18423;18605;18753;19290;19677	14762;15178;15456;16261;16429;17052;17681;18479;18661;18803;19467;19733	-;-;-;-;-;-;-;-;-;-;-;-	1215	39	26	143	392	2	38	68	94	190	26	158	15	188	94	313	49	333	108	38	260	6	257	520	2	0	86	6	89	270	20	28	2
evm.TU.utg41344.5	utg41344;utg41344;utg41344;utg41344;utg41344	21079;21728;22407;23543;23930	21504;21920;22602;23631;24114	+;+;+;+;+	1089	39	31	18	37	32	32	1233	24	11	16	33	57	22	33	10	2	26	22	11	28	0	7	37	143	33	30	22	14	8	3	85	25
evm.TU.utg41344.6	utg41344;utg41344	24857;26748	25771;27074	-;-	1242	22	8	8	6	0	12	322	18	1	4	8	4	6	10	2	6	0	14	0	6	0	8	25	4	0	11	4	4	0	7	14	0
evm.TU.utg41344.7	utg41344	29464	29913	-	450	3	6	6	22	0	2	72	17	6	0	10	15	2	4	24	14	8	1	15	6	0	0	20	20	2	8	2	38	2	9	17	4
evm.TU.utg41344.8	utg41344	31545	32009	+	465	0	0	2	5	0	0	2	5	0	0	16	5	0	7	0	2	4	0	0	54	0	14	9	12	0	5	0	0	0	0	3	0
tRNAscan-SE.tRNA.utg41344.Ser(AGA).1	utg41344	33162	33233	-	72	0	0	1	0	3	0	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg41344.Ser(AGA).2	utg41344	33419	33490	-	72	5	2	0	3	16	2	8	4	1	6	2	4	7	6	2	11	6	13	0	15	10	6	3	9	14	7	13	9	3	4	5	23
tRNAscan-SE.tRNA.utg41344.Ser(AGA).3	utg41344	33676	33747	-	72	1	0	4	3	8	0	10	1	0	1	1	1	1	0	0	1	8	3	0	12	3	3	4	3	4	0	1	0	1	1	5	7
tRNAscan-SE.tRNA.utg41344.Ser(AGA).4	utg41344	33933	34004	-	72	0	0	3	1	9	0	4	3	0	2	1	2	1	2	4	4	2	6	0	12	2	4	4	4	4	2	3	0	2	2	2	7
tRNAscan-SE.tRNA.utg41344.Ser(AGA).5	utg41344	34170	34241	+	72	0	2	3	2	5	2	3	3	3	2	1	1	2	5	3	3	3	3	3	4	1	2	1	1	7	0	3	4	2	4	2	4
evm.TU.utg41344.9	utg41344;utg41344;utg41344	34784;34955;35646	34866;35276;35741	-;-;-	501	0	0	0	5	0	0	0	2	0	0	6	0	0	0	0	1	0	2	0	19	0	41	0	2	0	0	0	0	0	0	6	0
evm.TU.utg41344.10	utg41344	36196	37395	-	1200	1	0	2	2	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	67	0	81	10	12	0	1	0	0	0	0	0	0
evm.TU.utg41344.11	utg41344	40384	41151	-	768	2	39	0	15	77	0	12	2	43	0	10	35	66	2	41	4	18	8	29	0	0	0	22	88	11	2	25	27	2	4	4	64
evm.TU.utg41344.12	utg41344;utg41344;utg41344;utg41344;utg41344;utg41344;utg41344;utg41344	42691;43245;44107;45258;45968;46668;47097;47417	43013;43613;44803;45397;46301;46831;47105;47600	-;-;-;-;-;-;-;-	2220	8	4	15	11	11	2	7	12	9	10	2	18	16	27	20	10	24	40	14	13	9	19	34	5	24	22	26	14	2	10	2	3
evm.TU.utg41344.13	utg41344;utg41344;utg41344	51076;52128;52652	51902;52421;52703	-;-;-	1173	1	8	0	23	15	0	0	2	12	0	2	59	37	4	47	2	9	6	2	1	13	2	6	16	0	0	0	3	2	8	4	4
evm.TU.utg41344.14	utg41344;utg41344	56018;57321	56344;58235	+;+	1242	42	8	18	10	2	28	360	24	21	17	8	19	30	35	12	24	2	31	2	8	0	12	53	28	2	22	9	22	0	23	34	0
evm.TU.utg41344.15	utg41344;utg41344;utg41344;utg41344;utg41344	58978;59462;60535;61173;61589	59162;59591;60686;61365;62014	-;-;-;-;-	1086	48	62	22	64	34	41	1704	43	45	24	46	110	50	42	31	6	49	25	11	31	0	18	91	239	62	40	34	28	16	16	126	47
utg41344.equina_smart_381641.path3	utg41344;utg41344	63427;63759	63644;65427	+;+	1887	14	22	44	40	24	16	30	64	13	37	13	11	8	63	22	28	12	43	3	53	38	15	16	0	72	30	95	7	2	60	8	37
evm.TU.utg41344.16	utg41344;utg41344;utg41344	70239;71328;71636	70729;71534;71723	-;-;-	786	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	0
evm.TU.utg41344.17	utg41344;utg41344;utg41344;utg41344;utg41344	80992;81635;81824;83010;83864	81301;81744;82040;83287;84028	+;+;+;+;+	1080	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	4	0	0	0	1	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg41344.Met(CAT).1	utg41344	90514	90585	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg41344.Ala(AGC).1	utg41344	90928	91000	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg41344.Glu(CTC).1	utg41344	96672	96743	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg41344.Ala(AGC).2	utg41344	97835	97907	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg41344.Met(CAT).2	utg41344	98458	98529	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg41344.Thr(AGT).1	utg41344	99342	99414	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg41344.Met(CAT).3	utg41344	99872	99943	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg41358.1	utg41358;utg41358;utg41358;utg41358;utg41358;utg41358	453;1597;1846;2703;7736;7984	663;1742;1855;2721;7787;8370	+;+;+;+;+;+	825	92	36	159	9	79	42	12	187	0	27	4	25	7	126	7	80	99	93	47	17	2	22	7	2	120	222	104	57	23	52	32	31
evm.TU.utg41358.2	utg41358;utg41358;utg41358;utg41358	12277;16884;17402;17839	12694;16936;17461;18081	-;-;-;-	774	0	5	0	0	8	0	14	0	0	0	8	0	1	0	10	0	0	0	1	2	2	0	0	3	1	0	3	11	0	0	0	6
evm.TU.utg41358.3	utg41358;utg41358;utg41358	18181;19210;19900	19098;19298;19990	-;-;-	1098	0	0	0	0	0	0	2	0	0	0	0	2	1	0	6	0	14	0	2	0	0	6	2	0	0	0	0	0	0	0	0	0
evm.TU.utg41358.4	utg41358;utg41358;utg41358;utg41358	20149;20651;21066;21356	20573;20798;21262;21518	-;-;-;-	933	0	0	0	0	0	0	4	0	2	0	1	0	9	0	12	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
evm.TU.utg41358.5	utg41358;utg41358	23367;25896	24320;25934	-;-	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg41358.Ala(GGC).1	utg41358	33682	33754	-	73	3	0	6	3	4	7	0	6	8	1	0	0	0	7	0	6	5	2	2	7	0	0	1	0	0	11	4	3	0	7	9	3
utg41358.equina_smart_115983.path4	utg41358;utg41358	41947;42953	42469;43707	+;+	1278	26	141	12	6	8	16	1	16	0	13	2	6	35	11	19	16	2	31	64	12	2	2	1	31	2	11	2	66	77	1	34	11
utg41358.equina_smart_50000.path1	utg41358;utg41358	45950;47237	46185;47249	+;+	249	11	0	5	0	6	11	0	15	0	4	113	0	0	9	0	10	41	3	0	4	0	2	0	0	7	3	3	0	0	8	8	6
evm.TU.utg41358.6	utg41358	59815	60138	+	324	43	6	103	17	13	198	15	53	21	307	48	10	29	62	14	279	75	288	4	331	10	229	6	0	19	75	13	9	1	299	175	0
evm.TU.utg41358.7	utg41358	69203	70360	-	1158	17	0	101	2	0	25	0	24	2	12	26	0	0	46	0	22	31	58	2	32	0	43	0	0	0	60	0	0	0	43	13	0
evm.TU.utg41358.8	utg41358;utg41358;utg41358;utg41358;utg41358;utg41358	75241;78489;79067;79552;79952;80714	76123;78591;79277;79640;80197;81191	+;+;+;+;+;+	2010	598	302	1109	287	917	701	215	608	767	862	446	411	1076	724	976	1219	625	1792	278	1251	1432	815	217	108	357	994	341	250	131	1045	846	151
evm.TU.utg41358.9	utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358	81743;84286;84955;86746;87723;88775;89566;90199;91013;92166;92507;93132;93869;94631;95826;96068	81895;84427;85081;86826;87815;88831;89691;90231;91082;92263;92564;93209;93988;94738;95980;96074	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1506	194	82	178	114	117	210	204	180	88	208	148	123	228	141	89	204	162	286	68	276	307	243	107	120	79	203	164	49	140	163	177	160
evm.TU.utg41358.10	utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358;utg41358	96598;98014;98892;99702;100410;100576;101028;102117;102660;104321;105956;107268;109999	96823;98151;99100;99894;100493;100685;101105;102300;102782;104517;106086;107407;110979	+;+;+;+;+;+;+;+;+;+;+;+;+	2794	1290	437	2221	559	1117	3567	468	2362	809	1715	722	685	402	982	231	1670	3089	2099	1009	3025	3747	3646	1625	239	4276	2433	2142	974	948	3057	687	265
evm.TU.utg41358.11	utg41358;utg41358;utg41358;utg41358;utg41358;utg41358	111409;113368;114335;114335;115080;115080	111782;114151;114400;114400;115516;115516	-;-;-;-;-;-	1661	233	173	273	160	165	206	139	244	240	203	133	138	184	185	124	112	262	276	210	405	295	392	195	103	322	254	206	237	141	158	241	148
evm.TU.utg41775.1	utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775;utg41775	3020;5240;5633;8109;8894;9757;10399;13164;14307;14658;17147;17685;18096;21262;21987;22246;23822;24688;25509;26211;27134;27894;28369;30044;30994;31883;33070;33984;34338;35334;35718;36488;37124;37792;37986;39223;40523;41161;41606	3333;5381;5949;8259;9207;9898;10706;13305;14544;14764;17434;17755;18321;21564;22166;22284;24130;24794;25701;26307;27389;27954;28483;30204;31148;31970;33140;34023;34435;35450;35878;36623;37273;37894;38050;39356;40675;41297;41766	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6350	403	261	570	751	181	486	124	382	186	534	761	342	382	422	308	424	394	937	389	455	1069	919	805	305	317	400	288	247	400	377	420	100
tRNAscan-SE.tRNA.utg41775.Cys(ACA).1	utg41775	33380	33454	-	75	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg42119.1	utg42119;utg42119;utg42119;utg42119	3430;3879;8052;8970	3803;4124;8068;9196	-;-;-;-	864	0	6	2	3	116	2	0	8	2	1	0	7	4	2	4	0	19	0	1	4	0	0	5	7	25	3	44	13	0	0	0	2
evm.TU.utg42119.2	utg42119;utg42119;utg42119	9751;10312;10723	10175;10363;10779	-;-;-	534	0	0	0	8	8	2	2	1	0	0	4	0	4	0	2	8	4	6	0	4	0	2	1	0	6	0	0	5	2	0	0	0
evm.TU.utg42119.4	utg42119;utg42119	42743;43821	42818;44110	+;+	366	0	1	7	8	0	7	0	4	0	0	2	0	0	7	0	6	1	2	1	10	0	2	6	3	1	3	0	0	0	2	0	0
evm.TU.utg42119.5	utg42119	44202	44582	+	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
evm.TU.utg42119.6	utg42119	48143	48343	-	201	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
evm.TU.utg42119.7	utg42119;utg42119;utg42119	60979;64671;65031	61108;64944;66558	+;+;+	1932	25	23	41	23	23	18	9	20	25	10	29	20	42	44	19	45	10	48	60	13	2	6	26	15	30	29	16	37	5	7	15	16
evm.TU.utg42119.8	utg42119;utg42119	81670;81914	81728;82547	-;-	693	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	1	3	0	0	4	2	1	0	0	0
evm.TU.utg42119.9	utg42119;utg42119	84001;84903	84598;85153	-;-	849	1	5	8	5	0	2	0	9	7	14	0	3	4	3	6	5	4	22	4	3	0	1	5	2	0	9	0	9	5	11	3	2
evm.TU.utg42119.10	utg42119	90907	92085	+	1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
utg42370.equina_smart_1099749.path9	utg42370;utg42370	7387;7849	7553;9616	+;+	1935	19	105	24	65	1010	3	37	44	49	2	45	33	21	23	53	19	16	16	89	27	9	17	50	69	4495	42	3015	75	12	10	62	537
evm.TU.utg42370.1	utg42370	13793	14032	-	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg42370.2	utg42370;utg42370;utg42370;utg42370;utg42370;utg42370	21053;21467;21725;22630;22875;23527	21236;21645;21941;22760;23174;23577	+;+;+;+;+;+	1062	1	2	2	21	14	4	2	0	0	0	8	6	2	0	4	1	6	0	2	11	0	4	10	2	12	0	9	3	0	6	0	2
evm.TU.utg42547.1	utg42547;utg42547	368;1048	547;1159	+;+	292	2	6	0	0	1	0	0	0	0	0	0	1	10	0	23	0	0	0	8	8	12	2	0	4	0	0	0	28	5	0	0	0
evm.TU.utg42547.2	utg42547;utg42547	3408;5021	3626;5479	+;+	678	0	30	7	4	8	4	2	0	20	0	6	0	41	8	36	8	8	13	32	8	21	16	7	1	4	2	2	60	35	4	3	14
evm.TU.utg42547.3	utg42547;utg42547;utg42547;utg42547;utg42547;utg42547	14462;14903;25814;26469;27585;28133	14557;14977;25999;26570;27777;29046	+;+;+;+;+;+	1566	1801	242	183	172	56	1973	748	3341	3	1388	4251	79	137	467	60	778	241	1374	192	324	2	429	586	377	573	3135	77	177	420	541	2589	435
evm.TU.utg42547.4	utg42547	37696	37908	-	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
evm.TU.utg42547.5	utg42547;utg42547;utg42547;utg42547	44329;44702;45605;46032	44339;44997;45900;46669	+;+;+;+	1241	0	4	10	2	0	8	6	7	8	0	0	0	0	2	2	2	10	2	4	11	0	7	4	0	0	1	2	8	4	4	5	0
evm.TU.utg42547.6	utg42547	51259	51706	-	448	0	2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	2	0	0	0	0	1	3	0	0	0	0	4	0
tRNAscan-SE.tRNA.utg42547.Pseudo(AGA).1	utg42547	51810	51881	-	72	0	0	0	4	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	0	1	0	0	0	6	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg42547.Ser(AGA).1	utg42547	52072	52143	-	72	2	10	5	9	14	2	6	11	2	2	1	3	9	6	3	9	2	7	18	8	3	2	1	4	1	5	7	4	5	3	6	12
tRNAscan-SE.tRNA.utg42547.Pseudo(AGA).2	utg42547	52334	52405	-	72	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg42547.Ser(AGA).2	utg42547	52596	52667	-	72	2	9	2	2	19	2	4	3	2	2	3	0	5	4	3	1	3	4	16	10	6	3	4	3	3	1	5	8	3	3	6	13
tRNAscan-SE.tRNA.utg42547.Pseudo(AGA).3	utg42547	52882	52953	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
evm.TU.utg42902.1	utg42902;utg42902;utg42902;utg42902;utg42902;utg42902	8066;10164;10400;11726;12874;13237	8263;10327;10451;11742;12926;13641	-;-;-;-;-;-	889	43	66	75	154	40	67	12	80	62	48	197	113	74	74	36	66	77	122	119	170	0	69	174	172	26	88	30	123	33	53	79	19
evm.TU.utg42902.2	utg42902	20852	21145	-	294	1	1	0	2	0	0	0	0	0	0	0	3	3	0	4	0	1	1	2	2	0	2	0	11	0	0	0	2	1	0	0	0
utg42902.equina_smart_1591393.path10	utg42902;utg42902;utg42902	24506;45519;45746	24618;45594;45799	+;+;+	243	0	1	3	1	1	0	0	2	4	0	3	3	1	2	3	4	0	3	0	0	0	0	0	4	0	11	0	1	0	0	0	0
evm.TU.utg43107.1	utg43107;utg43107;utg43107;utg43107;utg43107;utg43107;utg43107;utg43107;utg43107;utg43107;utg43107;utg43107	14532;15032;15910;16086;16937;17978;18406;18924;20151;21261;22734;22955	14699;15090;15961;16296;17056;18005;18448;18987;20203;21360;22831;23009	-;-;-;-;-;-;-;-;-;-;-;-	1051	105	38	70	21	61	46	104	126	17	34	43	49	55	72	55	32	121	70	75	95	84	70	30	41	73	110	43	26	26	43	74	58
evm.TU.utg43107.2	utg43107;utg43107;utg43107;utg43107	23357;23477;24344;24972	23368;23624;24459;25088	+;+;+;+	393	2	0	11	7	2	11	4	3	0	6	4	0	1	0	0	3	21	5	1	10	1	8	1	0	0	42	0	0	0	29	5	0
evm.TU.utg43115.1	utg43115	9926	11146	-	1221	0	85	0	29	58	0	635	0	184	0	6	104	160	0	153	0	46	0	116	124	2	17	22	72	22	0	27	129	16	1	0	19
evm.TU.utg43115.2	utg43115;utg43115	12566;14494	13972;14575	-;-	1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg43115.3	utg43115;utg43115	15796;18375	16945;18688	-;-	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg43115.4	utg43115	20211	20480	-	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg43115.5	utg43115	20537	20752	-	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg43115.6	utg43115;utg43115;utg43115;utg43115	23185;23435;24782;25323	23360;23612;24900;25425	-;-;-;-	576	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	6	4
